Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),HNOH(93),H2NX(201),H3NX(202),HNO2(94),HONO(92),H2X(216),HNO(87),N2O2(378),NO3(95),H3NO3(626),HNO(549),NO(1009),S(567),H2NOX(203),H2N2X(602),CX(33),SX(1186),CHX(35),ONONO(331),SX(540)
4.7539034609835704e-11,0.1081582643956193,0.0,0.0026839063504976723,0.03107508896501897,0.31940806443055275,0.35046800226352004,0.20701207521167467,0.09201817251355289,1.0026633248040058e-43,3.977063843385468e-18,1.5562299186943145e-05,5.699392089537026e-15,4.714711875821497e-31,1.079669321192196e-27,4.87265200662096e-10,1.6778872013855324e-21,4.4014912852958817e-17,6.177541683060452e-27,8.282440236872068e-13,3.3984350036277332e-12,1.1887759667709115e-42,1.7981719446953427e-08,1.8345502357653127e-28,3.84055306034356e-20,6.956190264915579e-35,1.5556092221625063e-05,1.5411586130720803e-32,3.700895356572053e-08,7.762739681236217e-08,7.45679878655717e-07,1.1297093279716324e-07,3.55493944936713e-08,1.0184259006905431e-07,1.1373167200242275e-08,4.925624051493528e-08,1.1329552946252452e-06,5.540933606315457e-08,8.70082529723639e-08,1.361984414507413e-07,1.108165899897124e-06,1.0941230491027807e-07,1.4337726218225316e-14,1.6485359165781495e-12,3.0624557991534656e-08,1.6822341376933426e-08,1.1451457378653706e-08,5.733202272556827e-09,2.1572227353680301e-10,4.755164464437611e-16,4.2482200441320816e-12,3.329300638032158e-36,2.450468897571472e-10,2.4602477233663333e-10,1.5265031662266549e-13,7.13366461083548e-21,2.4008038996700637e-28,7.574106943394714e-08,4.329150782926135e-15,1.7077862542003258e-16,9.500836783367973e-13,9.735722263106395e-16,1.0869206986250743e-25,6.897539852424584e-14
4.7664443913302476e-11,0.1081582643956193,0.0,0.002683901918193107,0.03107508899962184,0.3194080601949491,0.3504679581859488,0.20701207492229642,0.09201817259113171,1.020439379325503e-43,4.009554378010398e-18,1.5603336302270255e-05,5.744233791529869e-15,4.771747721353014e-31,1.0957147871404576e-27,4.91775683757464e-10,1.6956563676620273e-21,4.4247448182375864e-17,6.2265600281192696e-27,8.326185946447929e-13,3.407400051127052e-12,1.2045388818224937e-42,1.8029142255313916e-08,1.8491071364372286e-28,3.8775837096240374e-20,7.059572028822531e-35,1.5597096533520486e-05,1.557495500182589e-32,3.7009018094028515e-08,7.765244014592119e-08,7.481016564959008e-07,1.1305479211445296e-07,3.5550325223637475e-08,1.0191773471657772e-07,1.138749415806934e-08,4.941322570756314e-08,1.1359686264335766e-06,5.5758790528823245e-08,8.723964426380723e-08,1.3676862001214708e-07,1.111088496854106e-06,1.0970071297184579e-07,1.4439978786214596e-14,1.6650197062496423e-12,3.075946471732948e-08,1.6791971127080177e-08,1.1464282068743647e-08,5.7634598694532525e-09,2.1688885747998103e-10,4.811778260109198e-16,4.267306868760075e-12,3.381896159787381e-36,2.4632275614964074e-10,2.4732443966915516e-10,1.538150332782808e-13,7.225618019284284e-21,2.426132879005008e-28,7.597332797311032e-08,4.362127619398397e-15,1.7195424324231546e-16,9.596436688963854e-13,9.805193193732265e-16,1.0983929184591285e-25,6.944028309645307e-14
4.778985321676925e-11,0.1081582643956193,0.0,0.0026838974853697376,0.031075089034493297,0.31940805595923655,0.35046791410885614,0.20701207463293583,0.09201817266893586,1.038477531241068e-43,4.04222627466338e-18,1.564437332993612e-05,5.7893071863704746e-15,4.829296440867386e-31,1.1119574418591626e-27,4.963153754557421e-10,1.7135662744952785e-21,4.448059616927008e-17,6.2758369926971776e-27,8.370046816533806e-13,3.416365098000433e-12,1.2204685646866822e-42,1.8076564994090566e-08,1.8637408376556077e-28,3.914878872896713e-20,7.16422434694303e-35,1.5638100671324045e-05,1.5739619795537736e-32,3.7009082335771944e-08,7.767738926961856e-08,7.505242844311823e-07,1.1313817500987551e-07,3.555123938003126e-08,1.0199226373202001e-07,1.140176967182019e-08,4.956996559220831e-08,1.1389820876911515e-06,5.6109248188169636e-08,8.747048890644827e-08,1.373394852278207e-07,1.1140110897294575e-06,1.0998911966543748e-07,1.4542654127826118e-14,1.6816205712211312e-12,3.089455416000142e-08,1.6761638705807285e-08,1.1477034807841724e-08,5.79379693681999e-09,2.1805872739774557e-10,4.868912232376658e-16,4.286418101585114e-12,3.4351788387264757e-36,2.476019337506423e-10,2.486275303722327e-10,1.549854338477113e-13,7.31850808738962e-21,2.4516607995096757e-28,7.620564720135112e-08,4.3952121618797675e-15,1.7313710749846746e-16,9.692722987502911e-13,9.875065429297807e-16,1.1099551509857956e-25,6.990617609893222e-14
4.791526252023602e-11,0.1081582643956193,0.0,0.00268389305203021,0.031075089069631818,0.31940805172341485,0.35046787003223945,0.20701207434359278,0.09201817274696542,1.0567808492891852e-43,4.07508008438793e-18,1.5685410269940972e-05,5.834612846052269e-15,4.88736098925486e-31,1.1283992074693185e-27,5.008843803655359e-10,1.731617662797192e-21,4.4714356813805164e-17,6.325373257217721e-27,8.414022846583028e-13,3.425330144247875e-12,1.2365663351366886e-42,1.8123987663287893e-08,1.878451541471325e-28,3.9524397912952335e-20,7.270159605170057e-35,1.5679104635036218e-05,1.590558735386776e-32,3.7009146290705424e-08,7.77022453110678e-08,7.529477570424517e-07,1.1322108418263251e-07,3.555213724031258e-08,1.0206618105444958e-07,1.1415993924898147e-08,4.9726459070841715e-08,1.1419956783984414e-06,5.646070702647432e-08,8.770078663722178e-08,1.3791103431408068e-07,1.1169336785231746e-06,1.1027752498950222e-07,1.4645752607291754e-14,1.6983389918407868e-12,3.102982583234023e-08,1.6731344984300704e-08,1.1489715957812662e-08,5.824213473373017e-09,2.1923188440469274e-10,4.926569720235451e-16,4.305553677073253e-12,3.489155781457934e-36,2.4888442255272974e-10,2.499340444423539e-10,1.561615299825029e-13,7.412341815440172e-21,2.4773886898562734e-28,7.643802659373831e-08,4.4284039824991816e-15,1.7432595469249362e-16,9.78969869907781e-13,9.945223794250989e-16,1.1216078593996103e-25,7.03730682740508e-14
4.8166081127169564e-11,0.1081582643956193,0.0,0.0026838841838132577,0.031075089140703983,0.3194080432514423,0.3504677818804232,0.20701207376495795,0.0920181729037007,1.0941953908976914e-43,4.1413356485924695e-18,1.5767483886968502e-05,5.92592324745339e-15,5.005049427388477e-31,1.161887829494773e-27,5.101107484211339e-10,1.7681478571643593e-21,4.518371607645291e-17,6.42522640778017e-27,8.502320384381723e-13,3.443260234864934e-12,1.2692714526277978e-42,1.821883279296247e-08,1.9081047650978018e-28,4.028363872279779e-20,7.485928934382809e-35,1.5761112040188247e-05,1.6241458222851973e-32,3.70092733392321e-08,7.775168258350034e-08,7.577972147517513e-07,1.133854920805789e-07,3.5553885159220285e-08,1.022121962790709e-07,1.1444289381615679e-08,5.00387024928687e-08,1.148023248164013e-06,5.7166620161876926e-08,8.815974040567777e-08,1.3905617300879267e-07,1.1227788438656938e-06,1.1085433152284664e-07,1.4853220438273403e-14,1.7321304233792911e-12,3.1300913932740445e-08,1.667087703999487e-08,1.1514864944073567e-08,5.885284948901946e-09,2.2158806414441964e-10,5.043468657626777e-16,4.3438975972694864e-12,3.599221156303707e-36,2.5145933373047273e-10,2.5255734266968003e-10,1.5853085548367115e-13,7.602868418151005e-21,2.529448507730313e-28,7.69029637880238e-08,4.4951077444141566e-15,1.7672083963007584e-16,9.985729917349605e-13,1.0086434281005917e-15,1.1451865623857818e-25,7.130981309935633e-14
4.8374981792116727e-11,0.1081582643956193,0.0,0.002683876796140345,0.03107508920070033,0.3194080361950075,0.3504677084623677,0.2070120732830782,0.09201817303493003,1.1261941614273259e-43,4.197078548661236e-18,1.5835840721626485e-05,6.002687614801282e-15,5.104670309454474e-31,1.190404788894615e-27,5.17885583772666e-10,1.799011487697921e-21,4.5576504407663846e-17,6.509189320476861e-27,8.576212829277647e-13,3.4581937655902906e-12,1.2970356960747591e-42,1.8297826762452168e-08,1.9330390872714914e-28,4.092421554012967e-20,7.669665708793327e-35,1.582941346471972e-05,1.65252349813058e-32,3.700937827725617e-08,7.779258316730866e-08,7.618387406952796e-07,1.1352100059078674e-07,3.555529356957461e-08,1.0233197560260316e-07,1.1467701082455396e-08,5.0298000655154896e-08,1.1530438583897413e-06,5.775759677376507e-08,8.854031997096905e-08,1.4001199448185672e-07,1.1276471262314821e-06,1.1133473533997178e-07,1.502731040500398e-14,1.7606376318002814e-12,3.152724868784005e-08,1.6620640309379672e-08,1.1535595560899323e-08,5.936392499905243e-09,2.2356051413836659e-10,5.142458924126727e-16,4.375907062687985e-12,3.6930752144740456e-36,2.536140234949613e-10,2.5475267531074585e-10,1.605217002891034e-13,7.76449677848249e-21,2.5734275017726275e-28,7.729037768990565e-08,4.550987422641404e-15,1.7873028554718116e-16,1.0151130075303775e-12,1.0204804350966756e-15,1.16510502419583e-25,7.209297379002365e-14
4.858388245706389e-11,0.1081582643956193,0.0,0.0026838694070694972,0.031075089261418293,0.3194080291382649,0.3504676350455984,0.20701207280124342,0.0920181731667851,1.158969409700233e-43,4.253333351690386e-18,1.590419731305203e-05,6.08010385524685e-15,5.205760990798306e-31,1.2194996298130807e-27,5.257431107619378e-10,1.8302773545642986e-21,4.59709926981959e-17,6.593880528396529e-27,8.65042480443952e-13,3.4731272945788184e-12,1.3252836809622276e-42,1.8376820538935527e-08,1.9581896863524197e-28,4.157232807274239e-20,7.857125986850185e-35,1.5897714406201315e-05,1.6812715803485026e-32,3.700948241680371e-08,7.783323952907936e-08,7.658825412215108e-07,1.1365522903156343e-07,3.5556660186006605e-08,1.0245010791874319e-07,1.1490972915368486e-08,5.0556601444523495e-08,1.158064827808827e-06,5.835132516123853e-08,8.891937929369058e-08,1.4096967780510939e-07,1.1325153972718095e-06,1.1181513533695054e-07,1.5202579147945278e-14,1.7894772581234952e-12,3.1754082887680974e-08,1.657052161375882e-08,1.1556132265766077e-08,5.987720539518457e-09,2.2554209933378274e-10,5.242945467394844e-16,4.407983248756419e-12,3.788949692927801e-36,2.5577790083972524e-10,2.569575068125411e-10,1.6252849904853028e-13,7.92883539464484e-21,2.61797477092577e-28,7.767795185889449e-08,4.607159213628631e-15,1.8075504942245556e-16,1.0318480816856843e-12,1.0323882489426082e-15,1.1852805708359429e-25,7.28787869911424e-14
4.879278312201105e-11,0.1081582643956193,0.0,0.0026838620166129566,0.031075089322851066,0.3194080220812126,0.3504675616301034,0.20701207231945257,0.09201817329926601,1.1925360615992869e-43,4.3101026121016184e-18,1.597255366124618e-05,6.158174610060498e-15,5.308335323895415e-31,1.2491816268126966e-27,5.336838137855076e-10,1.861948936100389e-21,4.6367180948806107e-17,6.679303176454738e-27,8.72495630732344e-13,3.488060821830511e-12,1.3540217011082633e-42,1.8455814122432505e-08,1.9835574962176817e-28,4.222803447742236e-20,8.048369533023127e-35,1.5966014864635208e-05,1.7103932814632992e-32,3.7009585757122824e-08,7.787365648170328e-08,7.69928592019724e-07,1.1378818946067555e-07,3.5557986167464186e-08,1.0256661089416216e-07,1.1514105721821662e-08,5.081450019463118e-08,1.1630861564232616e-06,5.89477959114407e-08,8.929691766855499e-08,1.4192921036220168e-07,1.1373836569866599e-06,1.1229553150661031e-07,1.5379028299687164e-14,1.8186515332967136e-12,3.198141436567475e-08,1.6520524519902067e-08,1.1576476761278025e-08,6.03926906180734e-09,2.2753282488178556e-10,5.344944047160562e-16,4.440125871030605e-12,3.8868789618858894e-36,2.5795096573045474e-10,2.5917183715883687e-10,1.645513052248872e-13,8.095917544408802e-21,2.663095141625793e-28,7.806568396081899e-08,4.6636211293932386e-15,1.8279898079247696e-16,1.0487795175742706e-12,1.0444045346310505e-15,1.2057153749021117e-25,7.366720988207612e-14
4.900168378695821e-11,0.1081582643956193,0.0,0.0026838546247829717,0.03107508938499193,0.31940801502384925,0.3504674882158707,0.20701207183770454,0.09201817343237287,1.2269092533252711e-43,4.367388886361917e-18,1.604090976620994e-05,6.236902519851383e-15,5.41240721532904e-31,1.2794601648541571e-27,5.417081774747237e-10,1.894029725593081e-21,4.6765069160251595e-17,6.765460409565965e-27,8.799807335380735e-13,3.5029943473453624e-12,1.3832561046857009e-42,1.853480751296281e-08,2.0091434507436509e-28,4.2891393130746616e-20,8.243456823296096e-35,1.603431484002358e-05,1.739891827925522e-32,3.700968829756295e-08,7.791383873269897e-08,7.739768689777867e-07,1.1391989382230848e-07,3.555927264074512e-08,1.0268150204611324e-07,1.1537100341340555e-08,5.107169234966781e-08,1.1681078442349851e-06,5.954699958601759e-08,8.967293452548431e-08,1.4289057960587392e-07,1.142251905376017e-06,1.1277592384177732e-07,1.5556659490638633e-14,1.848162691191506e-12,3.2209240978468967e-08,1.647065247279782e-08,1.1596630756410375e-08,6.0910380608377786e-09,2.295326959333406e-10,5.448470514000348e-16,4.472334650094703e-12,3.986897822567648e-36,2.6013321813283884e-10,2.613956663334052e-10,1.6659017217328744e-13,8.265776763503602e-21,2.708793460282073e-28,7.845357168658631e-08,4.720371180002823e-15,1.8485752404202658e-16,1.0659086932811119e-12,1.0565028499424068e-15,1.2264116177945695e-25,7.445819964940575e-14
4.9210584451905375e-11,0.1081582643956193,0.0,0.002683847231591793,0.031075089447834228,0.31940800796617314,0.3504674148028885,0.20701207135599817,0.09201817356610587,1.2621043332643508e-43,4.425194732967562e-18,1.6109265627944344e-05,6.316290224579873e-15,5.517990625783876e-31,1.3103447401607332e-27,5.498166866897263e-10,1.9265232312789228e-21,4.716465733328958e-17,6.852355372643595e-27,8.874977886057961e-13,3.5179278711233653e-12,1.4129932944558308e-42,1.8613800710545936e-08,2.034948483805977e-28,4.3562462629076075e-20,8.442449050740429e-35,1.6102614332368612e-05,1.7697704601126356e-32,3.7009790037573e-08,7.795379088650478e-08,7.780273481795641e-07,1.1405035394813808e-07,3.5560520701392404e-08,1.0279479874279052e-07,1.1559957611421679e-08,5.132817346306489e-08,1.1731298912458887e-06,6.014892672218523e-08,9.004742942679757e-08,1.4385377305781594e-07,1.1471201424398638e-06,1.1325631233527684e-07,1.573547433931537e-14,1.8780129685784076e-12,3.243756060575009e-08,1.6420908798196246e-08,1.1616595965677685e-08,6.143027530675795e-09,2.315417176392612e-10,5.553540809368768e-16,4.5046093115191635e-12,4.089041510706782e-36,2.6232465801256536e-10,2.636289943200194e-10,1.6864515314129577e-13,8.438446846409637e-21,2.755074593281014e-28,7.884161275196906e-08,4.77740737396479e-15,1.869294240690861e-16,1.0832369961123988e-12,1.0686464212451516e-15,1.2473714897173627e-25,7.52517134937784e-14
4.941948511685254e-11,0.1081582643956193,0.0,0.00268383983705168,0.031075089511371383,0.3194080009081826,0.350467341391145,0.20701207087433243,0.09201817370046507,1.2981368638642897e-43,4.48352271242822e-18,1.6177621246450412e-05,6.39634036356987e-15,5.625099570045156e-31,1.341844961086636e-27,5.580098265134942e-10,1.959432976343782e-21,4.7565945468677374e-17,6.93999121059992e-27,8.950467956796894e-13,3.5328613931645126e-12,1.4432397280020782e-42,1.8692793715201088e-08,2.0609735292795864e-28,4.4241301788548806e-20,8.64540813111362e-35,1.6170913341672508e-05,1.8000324323297105e-32,3.70098909766993e-08,7.799351744671309e-08,7.82080005902351e-07,1.141795815583895e-07,3.556173141455963e-08,1.0290651820376845e-07,1.158267836744781e-08,5.158393919621343e-08,1.1781522974578127e-06,6.075356783377685e-08,9.042040206445198e-08,1.4481877830851935e-07,1.1519883681781843e-06,1.1373669697993312e-07,1.5915474439401757e-14,1.908204605106436e-12,3.2666371150046896e-08,1.6371296705115224e-08,1.1636374108327445e-08,6.195237465387559e-09,2.3355989515020836e-10,5.660170965628145e-16,4.536949585818791e-12,4.193345700065073e-36,2.645252853353212e-10,2.658718211024534e-10,1.7071630126920087e-13,8.613961847148689e-21,2.8019434269903483e-28,7.922980489739306e-08,4.8347277186034906e-15,1.8902088079429705e-16,1.1007657120996726e-12,1.0808944749577183e-15,1.2685971896779726e-25,7.604770863661647e-14
4.96283857817997e-11,0.1081582643956193,0.0,0.00268383244117489,0.03107508957559687,0.3194079938498763,0.3504672679806287,0.20701207039270625,0.09201817383545062,1.335022623517086e-43,4.5423753872510515e-18,1.624597662172916e-05,6.477055575521043e-15,5.733748117001603e-31,1.3739705489882575e-27,5.662880822459288e-10,1.9927624989225032e-21,4.796893356717235e-17,7.02837106834615e-27,9.026277545034536e-13,3.5477949134687983e-12,1.4740019179636794e-42,1.8771786526947282e-08,2.0872195210386863e-28,4.4927969645073263e-20,8.852396708476634e-35,1.623921186793745e-05,1.8306810128101161e-32,3.700999111458367e-08,7.803302281826438e-08,7.861348186145751e-07,1.1430758826288803e-07,3.556290581585606e-08,1.030166775001894e-07,1.1605263442606083e-08,5.183898531718902e-08,1.1831750628725508e-06,6.136091341227537e-08,9.079185225732194e-08,1.4578558301712277e-07,1.1568565825909613e-06,1.1421707776856948e-07,1.6096661370950952e-14,1.9387398432694973e-12,3.289567053653418e-08,1.63218192883176e-08,1.1655966907552503e-08,6.247667859039371e-09,2.355872336166913e-10,5.768377106077219e-16,4.56935520841089e-12,4.29984650598137e-36,2.667351000667918e-10,2.681241466644824e-10,1.7280366959028681e-13,8.792356080072486e-21,2.8494048677596706e-28,7.961814588772559e-08,4.892330220428673e-15,1.9112852088517538e-16,1.1184961908449968e-12,1.0932544001454472e-15,1.290090925486978e-25,7.684614232672449e-14
4.983728644674686e-11,0.1081582643956193,0.0,0.002683825043973689,0.031075089640504233,0.31940798679125243,0.35046719457132797,0.20701206991111867,0.09201817397106264,1.3727776084499184e-43,4.6017553219248895e-18,1.6314331753781615e-05,6.55843849852095e-15,5.843950389653443e-31,1.4067313390991421e-27,5.746519393979813e-10,2.0265153520985698e-21,4.8373621629531994e-17,7.117498090792395e-27,9.102406648203114e-13,3.5627284320362144e-12,1.5052864322693672e-42,1.8850779145803252e-08,2.113687392956759e-28,4.5622525454321533e-20,9.063478160835312e-35,1.6307509911165654e-05,1.8617194837162156e-32,3.701009045096149e-08,7.807231130958857e-08,7.901917629734273e-07,1.1443438556209853e-07,3.556404491216496e-08,1.0312529355511459e-07,1.1627713667809333e-08,5.2093307699485794e-08,1.1881981874918466e-06,6.197095392782705e-08,9.116177994852758e-08,1.467541749112499e-07,1.1617247856781776e-06,1.1469745469400846e-07,1.627903670728199e-14,1.96962092837469e-12,3.312545671283714e-08,1.6272479530752908e-08,1.1675376089727085e-08,6.3003187056976755e-09,2.3762373818906684e-10,5.878175444978497e-16,4.601825919573526e-12,4.4085804889433605e-36,2.689541021726618e-10,2.7038597098988236e-10,1.749073110311035e-13,8.973664120648943e-21,2.8974638419232505e-28,8.000663351206387e-08,4.9502128854924834e-15,1.932483372312714e-16,1.136429878623475e-12,1.1056396886910056e-15,1.3118549137577576e-25,7.76469718467643e-14
5.0046187111694024e-11,0.1081582643956193,0.0,0.002683817645460344,0.03107508970608711,0.3194079797323098,0.35046712116323164,0.2070120694295687,0.0920181741073012,1.4114180346229679e-43,4.66166508290445e-18,1.6382686642608772e-05,6.640491770057052e-15,5.9557205651245e-31,1.4401372814080125e-27,5.831018836858168e-10,2.060695103903761e-21,4.878000965651388e-17,7.207375422847684e-27,9.178855263730084e-13,3.5776619488667543e-12,1.537099894371044e-42,1.8929771571787514e-08,2.1403780789065655e-28,4.632502869172265e-20,9.27871660580152e-35,1.6375807471359313e-05,1.8931511411400555e-32,3.701018898565976e-08,7.811138713470541e-08,7.942508158223085e-07,1.1455998484815588e-07,3.556514968244118e-08,1.032323831441771e-07,1.1650029871619802e-08,5.234690232075814e-08,1.1932216713173985e-06,6.258367983023979e-08,9.153018520280258e-08,1.4772454178684044e-07,1.166592977439816e-06,1.1517782774907177e-07,1.646260200428228e-14,2.0008501085194433e-12,3.335572764883598e-08,1.622328030596847e-08,1.1694603383662385e-08,6.3531899994290535e-09,2.3966941401753974e-10,5.989582287584569e-16,4.6343614644038916e-12,4.519584658131377e-36,2.7118229161861446e-10,2.7265729406243003e-10,1.7702727841173637e-13,9.157920806246625e-21,2.9461252958069333e-28,8.039526558352453e-08,5.008373719737433e-15,1.9538747358276496e-16,1.1545680724631723e-12,1.118104061573287e-15,1.3338913799062297e-25,7.845015451962303e-14
5.0255087776641186e-11,0.1081582643956193,0.0,0.002683810245647125,0.031075089772339193,0.31940797267304666,0.35046704775632825,0.2070120689480554,0.0920181742441665,1.4509603396351812e-43,4.722107238594598e-18,1.6451041288211655e-05,6.723218027028637e-15,6.0690728746790394e-31,1.4741984415403315e-27,5.916384010250186e-10,2.095305337317816e-21,4.918809764887563e-17,7.298006209419955e-27,9.255623389038114e-13,3.5925954639604097e-12,1.569448983477461e-42,1.900876380491836e-08,2.1672925127601453e-28,4.703553905245574e-20,9.498176906277072e-35,1.644410454852064e-05,1.924979295104061e-32,3.701028671859533e-08,7.815025441527728e-08,7.983119541886527e-07,1.1468439740588537e-07,3.5566221078485375e-08,1.0333796289588379e-07,1.1672212880175927e-08,5.2599765261571135e-08,1.198245514350855e-06,6.319908154996445e-08,9.189706820390832e-08,1.4869667150797455e-07,1.1714611578758587e-06,1.1565819692658038e-07,1.6647358799507955e-14,2.0324296345671034e-12,3.358648133647144e-08,1.617422438048644e-08,1.171365051988404e-08,6.406281734300225e-09,2.417242662521629e-10,6.102614030163177e-16,4.666961592776802e-12,4.632896474998687e-36,2.7341966837033213e-10,2.749381158659037e-10,1.7916362444607463e-13,9.345161236917044e-21,2.995394195728742e-28,8.078403993903326e-08,5.066810729333859e-15,1.975441198556962e-16,1.1729120521520112e-12,1.1307295497506588e-15,1.356202558150635e-25,7.925564771465795e-14
5.046398844158835e-11,0.1081582643956193,0.0,0.002683802844546306,0.031075089839254236,0.3194079656134617,0.3504669743506066,0.20701206846657785,0.09201817438165859,1.4914211846371853e-43,4.7830843593346685e-18,1.651939569059128e-05,6.8066199057586335e-15,6.184021603742774e-31,1.5089250016430172e-27,6.002619775248305e-10,2.1303496502680868e-21,4.9597885607375017e-17,7.389393595416053e-27,9.332711021545096e-13,3.6075289773171743e-12,1.6023404347878978e-42,1.9087755845213835e-08,2.1944316283888153e-28,4.7754116451443324e-20,9.721924676158066e-35,1.651240114265186e-05,1.957207269561728e-32,3.701038364977296e-08,7.818891718262135e-08,8.023751552818773e-07,1.1480763441381334e-07,3.556726002569768e-08,1.0344204929183366e-07,1.1694263517121846e-08,5.2851892704159236e-08,1.203269716593821e-06,6.381714949906045e-08,9.22624292520873e-08,1.4967055200669167e-07,1.1763293269862887e-06,1.1613856221935466e-07,1.6833308620176074e-14,2.0643617601149743e-12,3.381771578955066e-08,1.6125314416149274e-08,1.1732519229929418e-08,6.459593904378053e-09,2.4378830004283676e-10,6.21728716002124e-16,4.699626059303322e-12,4.748553856914238e-36,2.756662323934961e-10,2.772284363840818e-10,1.8131640174207894e-13,9.535420776175128e-21,3.04527552799868e-28,8.117295443911543e-08,5.125521921008317e-15,1.9971326273896867e-16,1.191463318682216e-12,1.1433822811782762e-15,1.3787906915113634e-25,8.006340885383148e-14
5.067288910653551e-11,0.1081582643956193,0.0,0.002683795442170162,0.031075089906826066,0.31940795855355353,0.3504669009460557,0.2070120679851351,0.09201817451977756,1.532817456252027e-43,4.844599017382826e-18,1.6587749849748644e-05,6.890700042005319e-15,6.300581091928447e-31,1.544327261272604e-27,6.089730994824396e-10,2.1658316556292037e-21,5.000937353276984e-17,7.481540725741737e-27,9.410118158664154e-13,3.622462488937042e-12,1.635781039725842e-42,1.916674769269177e-08,2.2217963596631706e-28,4.848082102334454e-20,9.95002628606144e-35,1.658069725375518e-05,1.9898384023983132e-32,3.7010479779283535e-08,7.822737937967738e-08,8.06440396490859e-07,1.1492970694516892e-07,3.556826742381e-08,1.0354465866754704e-07,1.1716182603539278e-08,5.310328093119346e-08,1.2082942780478522e-06,6.44378740721453e-08,9.262626876156082e-08,1.5064617128280217e-07,1.1811974847710875e-06,1.166189236202143e-07,1.702045298001299e-14,2.0966487414653803e-12,3.404942904355375e-08,1.60765529724314e-08,1.1751211245665919e-08,6.51312650372953e-09,2.4586152053931004e-10,6.333618255527692e-16,4.732354623289512e-12,4.866595180740926e-36,2.779219836537864e-10,2.795282556007445e-10,1.8348566280204816e-13,9.728735051777572e-21,3.0957742989287663e-28,8.156200696768719e-08,5.184505302362056e-15,2.019019762431872e-16,1.2102232459598697e-12,1.1560454707161859e-15,1.401658031810815e-25,8.087339541772689e-14
5.088178977148267e-11,0.1081582643956193,0.0,0.0026837880385309704,0.03107508997504858,0.31940795149332074,0.3504668275426645,0.20701206750372636,0.09201817465852356,1.5751662685033145e-43,4.906653786900487e-18,1.6656103765684753e-05,6.975461070973925e-15,6.418765733065672e-31,1.5804156382866482e-27,6.177722533772931e-10,2.2017549812227255e-21,5.042256142581803e-17,7.574450745301669e-27,9.487844797803625e-13,3.6373959988200026e-12,1.6697776461726592e-42,1.9245739347369736e-08,2.2493876404530844e-28,4.9215713122548357e-20,1.018254886907247e-34,1.6648992881832833e-05,2.0228760454315268e-32,3.701057510730226e-08,7.826564486293475e-08,8.105076553816949e-07,1.1505062596887577e-07,3.5569244147598314e-08,1.0364580721304378e-07,1.1737970957881836e-08,5.335392632455707e-08,1.2133191987144618e-06,6.506124564732842e-08,9.298858725806624e-08,1.5162351740369432e-07,1.1860656312302374e-06,1.1709928112197851e-07,1.7208793376890247e-14,2.1292928376022947e-12,3.428161915544093e-08,1.6027942508718642e-08,1.1769728298629185e-08,6.566879526421797e-09,2.479439328911793e-10,6.451623986135249e-16,4.765147048695319e-12,4.987059286418429e-36,2.8018692211688213e-10,2.818375734996724e-10,1.8567146002288474e-13,9.925139956499317e-21,3.1468955348365083e-28,8.195119543184737e-08,5.24375888218041e-15,2.0410645565358898e-16,1.22919300550602e-12,1.168917669189045e-15,1.4248068396733004e-25,8.168556495145382e-14
5.1090690436429835e-11,0.1081582643956193,0.0,0.0026837806336410122,0.03107509004391576,0.31940794443276205,0.3504667541404222,0.20701206702235075,0.09201817479789669,1.6184849647511449e-43,4.969251243936789e-18,1.6724457438400612e-05,7.060905627328154e-15,6.538589975235226e-31,1.617200669738529e-27,6.266599258654586e-10,2.2381232698168033e-21,5.083744928727757e-17,7.668126798999431e-27,9.565890936367071e-13,3.652329506966051e-12,1.7043371587012804e-42,1.932473080926511e-08,2.2772064046277097e-28,4.9958853323166784e-20,1.041956032651421e-34,1.671728802688706e-05,2.0563235644122258e-32,3.701066963408685e-08,7.830371740431818e-08,8.145769096960645e-07,1.1517040235053452e-07,3.5570191047574795e-08,1.0374551097284584e-07,1.1759629395912365e-08,5.360382536413027e-08,1.218344478595116e-06,6.568725458712936e-08,9.334938537643726e-08,1.5260257850413417e-07,1.1909337663637206e-06,1.1757963471746599e-07,1.7398331296616173e-14,2.162296310165679e-12,3.451428420346056e-08,1.5979485386554023e-08,1.1788072119381632e-08,6.62085296652213e-09,2.50035542247889e-10,6.571321112401017e-16,4.798003104093644e-12,5.10998548069592e-36,2.824610477484614e-10,2.841563900646472e-10,1.8787384569635965e-13,1.0124671648908009e-20,3.1986442820386277e-28,8.234051776166996e-08,5.303280670732733e-15,2.0632412309095902e-16,1.2483740885197737e-12,1.1818785754154854e-15,1.4482393845249782e-25,8.2499875070437e-14
