Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),HNOH(93),H2NX(201),H3NX(202),HNO2(94),HONO(92),H2X(216),HNO(87),N2O2(378),NO3(95),H3NO3(626)
5.898463555982256e-12,0.1547348997255798,0.0,0.0038418235219989114,0.031075101652380702,0.31730038292447155,0.34830842332301337,0.2070121831781793,0.09201816874221137,1.2342721321103517e-35,2.503860913821125e-16,8.56349706694769e-05,5.936344770392213e-11,9.100372128386807e-26,3.458694978390753e-24,1.52819481862749e-09,4.467604368123975e-20,1.5962783556395514e-14,7.221935016266282e-23,4.292536122174677e-12,3.333467541586846e-09,4.485413298085589e-35,1.910192104949203e-05,9.927209239532674e-23,2.30038455799875e-16,6.892983417906946e-30,8.564231647426292e-05,2.821224426923533e-27,3.680861544147107e-08,1.1064416581037094e-08,9.382342106079821e-08,2.021307722658715e-08,1.7420934063082537e-08,1.0602528497264214e-08,5.074977941686003e-09,3.2728796387651496e-09,0.0020968719532162084,1.830297564145261e-09,1.3513045296922664e-08,7.964405121384352e-09,0.002090241233147667,1.624330553098191e-08,1.2446417869936285e-15,1.8486225118311257e-14,1.2382569215091299e-05,5.171903596947849e-09,1.0343596126432838e-09,1.3048199804424642e-08,1.069900891282334e-09,3.319396782989474e-16,6.49392287548858e-09,4.326808786034404e-28,3.489757121874879e-07,1.0930335778611953e-07
5.932343142960195e-12,0.1547348997255798,0.0,0.003841822393460284,0.031075101605055073,0.3172883449863391,0.3482960013252044,0.2070121830232403,0.09201816884454526,1.299164644318155e-35,2.547261613813156e-16,8.61252361236187e-05,6.071319480889702e-11,9.469828638061215e-26,3.559043389056993e-24,1.5460165528687744e-09,4.569605346139876e-20,1.6148192427247148e-14,7.347095031426831e-23,4.341981802177723e-12,3.3526142126685306e-09,4.615717118849169e-35,1.9211262124097462e-05,1.009925097456797e-22,2.3401929622072407e-16,7.09308197671482e-30,8.613264588298754e-05,2.8880586869066728e-27,3.6824029380753174e-08,1.106716302314557e-08,9.448961927503348e-08,2.0258946066123103e-08,1.7463409180549937e-08,1.0611310106247084e-08,5.089517242663861e-09,3.2962203602494594e-09,0.0021088386601155434,1.8568767342342937e-09,1.3619296505842039e-08,8.041747351481513e-09,0.002102169090474594,1.6336572731154144e-08,1.262831513092012e-15,1.8877567513614398e-14,1.2453561702104477e-05,5.177177995265508e-09,1.0348194334446238e-09,1.3197754817511802e-08,1.0834588350822654e-09,3.377215041372499e-16,6.605254081325031e-09,4.526361255588279e-28,3.5136062404993194e-07,1.1058444941643855e-07
5.966222729938134e-12,0.1547348997255798,0.0,0.003841821265702468,0.031075101557737798,0.31727630792733336,0.3482835802195998,0.20701218286866976,0.09201816894793105,1.367069286574186e-35,2.591161048394655e-16,8.661548331817794e-05,6.208572743258112e-11,9.852046125690684e-26,3.661706049481478e-24,1.5639440852782261e-09,4.673342048642602e-20,1.6334689030150273e-14,7.473692815097598e-23,4.3917105575109276e-12,3.3717608826478016e-09,4.749031804121061e-35,1.9320598911686048e-05,1.0273268978378108e-22,2.380457322742651e-16,7.297799041205583e-30,8.662295727264692e-05,2.956089708226703e-27,3.683909180121394e-08,1.1069832328001995e-08,9.515631954514667e-08,2.030438374054294e-08,1.7505515821353005e-08,1.0619889936057175e-08,5.103938693249131e-09,3.3195144178383187e-09,0.0021208044889787924,1.8836563901293565e-09,1.372553852616417e-08,8.119309834851223e-09,0.0021140960613273184,1.642983957565497e-08,1.2811619638776826e-15,1.9274610382447674e-14,1.2524552046793077e-05,5.182353889154502e-09,1.035278281021306e-09,1.3348153249646034e-08,1.0971154906193928e-09,3.4357041230044724e-16,6.7178400369557295e-09,4.733905224074144e-28,3.5374984378348945e-07,1.1187325115548639e-07
6.0001023169160725e-12,0.1547348997255798,0.0,0.00384182013871177,0.031075101510428867,0.3172642717473633,0.3482711600061025,0.20701218271446462,0.09201816905236089,1.4381075233135393e-35,2.635562068548376e-16,8.710571225430526e-05,6.348129784441318e-11,1.0247388824438309e-25,3.766722707830102e-24,1.5819774583734502e-09,4.7788340337906294e-20,1.6522273657416622e-14,7.601736578305766e-23,4.44172238683634e-12,3.3909075515243965e-09,4.885409232516456e-35,1.9429931412486536e-05,1.044927453641984e-22,2.4211802206791385e-16,7.507214045137699e-30,8.711325064426243e-05,3.0253321543932966e-27,3.6853810716125844e-08,1.1072426500032556e-08,9.582351623903512e-08,2.034939422494755e-08,1.7547257181615296e-08,1.0628272153303615e-08,5.118243315354328e-09,3.3427613245610026e-09,0.0021327694398894175,1.9106363699590046e-09,1.3831769061350544e-08,8.19709078346102e-09,0.002126022145794144,1.652310606439949e-08,1.2996331565516513e-15,1.9677397676449213e-14,1.2595540244890292e-05,5.187432922046493e-09,1.0357361948509996e-09,1.3499394952577966e-08,1.1108710953059877e-09,3.494867976987672e-16,6.831687540807757e-09,4.949712679681169e-28,3.561433707482854e-07,1.1316976719045364e-07
6.033981903894011e-12,0.1547348997255798,0.0,0.0038418190124747415,0.03107510146312827,0.3172522364463378,0.34825874068461543,0.20701218256062165,0.09201816915782718,1.512404984673264e-35,2.6804675252782927e-16,8.759592293315119e-05,6.49001596434009e-11,1.065622919900104e-25,3.8741335633454e-24,1.6001167146685537e-09,4.88610096889481e-20,1.671094660132628e-14,7.731234532077777e-23,4.4920172888157735e-12,3.410054219298056e-09,5.02490187517241e-35,1.953925962672767e-05,1.062727893413735e-22,2.4623642368329115e-16,7.721407326200146e-30,8.760352599885541e-05,3.0958007886512583e-27,3.6868193956075636e-08,1.1074947491527662e-08,9.64912038185786e-08,2.0393981457794704e-08,1.758863642973724e-08,1.0636460846431424e-08,5.132432126841702e-09,3.3659606081324126e-09,0.002144733512930868,1.937816507622076e-09,1.393798585862066e-08,8.275088424794045e-09,0.002137947343963361,1.6616372197302108e-08,1.318245106922032e-15,2.0085973352717402e-14,1.2666526292219635e-05,5.192416710914945e-09,1.0361932125884032e-09,1.3651479778081022e-08,1.1247258865128677e-09,3.5547105539089487e-16,6.946803387428736e-09,5.174063247072961e-28,3.585412043045377e-07,1.1447400170753172e-07
6.06786149087195e-12,0.1547348997255798,0.0,0.0038418178869781736,0.031075101415835995,0.3172402020241657,0.34824632225504165,0.20701218240713773,0.09201816926432246,1.5900915844806666e-35,2.725880269609382e-16,8.808611535586609e-05,6.634256775715916e-11,1.1078948083055218e-25,3.983979268858591e-24,1.618361896674104e-09,4.995162630411717e-20,1.690070815412773e-14,7.862194887439347e-23,4.542595262110805e-12,3.429200885968519e-09,5.167562799112063e-35,1.964858355463816e-05,1.0807293456962252e-22,2.5040119517622627e-16,7.940460131088716e-30,8.80937833374474e-05,3.167510474162359e-27,3.688224917312923e-08,1.1077397203999655e-08,9.71593768378628e-08,2.0438149341236797e-08,1.762965670663657e-08,1.0644460026910409e-08,5.146506141385184e-09,3.3891118106594533e-09,0.0021566967081865875,1.96519663288555e-09,1.4044186708203747e-08,8.353301001786529e-09,0.002149871655923252,1.6709637974276538e-08,1.3369978294488478e-15,2.0500381373383535e-14,1.2737510184693246e-05,5.197306846662579e-09,1.036649370145596e-09,1.3804407577951403e-08,1.1386801015694024e-09,3.6152358058407e-16,7.063194367487053e-09,5.407244356626277e-28,3.6094334381255776e-07,1.1578595889191313e-07
6.101741077849889e-12,0.1547348997255798,0.0,0.0038418167622090954,0.031075101368552033,0.3172281684807559,0.34823390471728427,0.20701218225400975,0.09201816937183947,1.6713016408846622e-35,2.7718031525874203e-16,8.857628952360027e-05,6.780877844094801e-11,1.1515934818187395e-25,4.096300933301085e-24,1.636713046897092e-09,5.106038903937001e-20,1.7091558608037836e-14,7.994625855415458e-23,4.593456305382776e-12,3.4483475515355248e-09,5.313445670608839e-35,1.9757903196446698e-05,1.0989329390313535e-22,2.5461259457676043e-16,8.164454620581648e-30,8.858402266105987e-05,3.240476174187144e-27,3.6895983844901766e-08,1.1079777489505117e-08,9.78280299414386e-08,2.0481901741455577e-08,1.7670321125986756e-08,1.0652273630416734e-08,5.160466368337254e-09,3.4122144883521293e-09,0.0021686590257400107,1.992776571480593e-09,1.4150369442601728e-08,8.43172677276321e-09,0.002161795081762086,1.680290339523584e-08,1.3558913372876171e-15,2.092066570519839e-14,1.2808491918310209e-05,5.202104894504766e-09,1.0371047017690212e-09,1.3958178204008094e-08,1.1527339777635207e-09,3.6764476863418035e-16,7.180867267772112e-09,5.6495514164233185e-28,3.633497886327497e-07,1.1710564292779168e-07
6.135620664827828e-12,0.1547348997255798,0.0,0.003841815638154767,0.031075101321276385,0.31721613581601754,0.34822148807124637,0.20701218210123457,0.09201816948037111,1.7561739996738093e-35,2.8182390252787647e-16,8.906644543750386e-05,6.929904927671118e-11,1.1967587394317548e-25,4.211140124215416e-24,1.6551702078408966e-09,5.218749784198739e-20,1.728349825524189e-14,8.128535647030354e-23,4.644600417292783e-12,3.4674942159988105e-09,5.462604758550659e-35,1.9867218552381933e-05,1.1173398019597593e-22,2.5887087988914965e-16,8.393473874614672e-30,8.90742439707145e-05,3.3147129522666966e-27,3.6909405278534804e-08,1.1082090151932771e-08,9.849715786261692e-08,2.0525242488993693e-08,1.7710632774453302e-08,1.0659905518006659e-08,5.174313812600702e-09,3.435268211239299e-09,0.002180620465674561,2.0205561451968268e-09,1.425653193586337e-08,8.510364011370762e-09,0.0021737176215681246,1.6896168460092417e-08,1.3749256423317453e-15,2.1346870319132102e-14,1.2879471489154917e-05,5.206812394348834e-09,1.0375592401132336e-09,1.4112791508092862e-08,1.1668877523417187e-09,3.738350150458509e-16,7.299828871194617e-09,5.901287987026027e-28,3.6576053812561113e-07,1.184330579983626e-07
6.1695002518057664e-12,0.1547348997255798,0.0,0.0038418145148026773,0.031075101274009028,0.3172041040298594,0.3482090723168311,0.2070121819488092,0.09201816958991041,1.84485216032513e-35,2.8651907387701527e-16,8.955658309872694e-05,7.08136391721147e-11,1.2434312591621843e-25,4.328538870265646e-24,1.6737334220052476e-09,5.333315375050787e-20,1.7476527387893562e-14,8.263932473307553e-23,4.696027596501686e-12,3.4866408793581158e-09,5.615094937804132e-35,1.9976529622672507e-05,1.1359510630208168e-22,2.631763090918679e-16,8.627601897355384e-30,8.9564447267433e-05,3.390235972404386e-27,3.692252061458296e-08,1.1084336948257782e-08,9.916675542179816e-08,2.056817537908326e-08,1.7750594711928037e-08,1.0667359477282081e-08,5.188049474505139e-09,3.4582725628890674e-09,0.0021925810280736557,2.0485351719748327e-09,1.4362672102869449e-08,8.58921100650928e-09,0.0021856392754296145,1.6989433168758017e-08,1.3941007552537542e-15,2.1779039189987085e-14,1.2950448893395443e-05,5.211430861169231e-09,1.0380130163115502e-09,1.4268247342070246e-08,1.1811416625090645e-09,3.8009471547252933e-16,7.420085956786876e-09,6.162765959061036e-28,3.6817559165173245e-07,1.1976820828582285e-07
6.203379838783705e-12,0.1547348997255798,0.0,0.0038418133921405357,0.031075101226749956,0.3171920731221905,0.3481966574539418,0.20701218179673056,0.09201816970045062,1.9374844048282858e-35,2.9126611441684903e-16,9.004670250841945e-05,7.235280835958582e-11,1.2916526123962179e-25,4.4485396637472046e-24,1.6924027318861919e-09,5.449755889466135e-20,1.7670646298114962e-14,8.400824545269834e-23,4.747737841670094e-12,3.505787541613177e-09,5.770971692578743e-35,2.0085836407547038e-05,1.154767850752634e-22,2.6752914013761056e-16,8.866923622277e-30,9.005463255223709e-05,3.4670604992475585e-27,3.69353368308118e-08,1.1086519589763388e-08,9.983681752483541e-08,2.0610704171971346e-08,1.7790209971761328e-08,1.0674639223547396e-08,5.201674349688208e-09,3.481227140133749e-09,0.002204540713020701,2.0767134659969445e-09,1.4468787898628825e-08,8.668266062261983e-09,0.002197560043434796,1.708269752114377e-08,1.4134166855453717e-15,2.22172162960237e-14,1.3021424127281962e-05,5.215961785378549e-09,1.0384660600437259e-09,1.4424545557827554e-08,1.195495945429205e-09,3.86424265716568e-16,7.541645299703143e-09,6.434305733644041e-28,3.7059494857179715e-07,1.2111109797137126e-07
6.237259425761644e-12,0.1547348997255798,0.0,0.00384181227015627,0.031075101179499173,0.31718004309292,0.34818424348248167,0.20701218164499569,0.09201816981198514,2.0342239293301393e-35,2.9606530926006425e-16,9.053680366773116e-05,7.391681839535206e-11,1.3414652783829537e-25,4.571185463096186e-24,1.7111781799760583e-09,5.568091649530255e-20,1.7865855277996623e-14,8.539220073939241e-23,4.799731151458378e-12,3.524934202763734e-09,5.930291119791049e-35,2.0195138907234103e-05,1.1737912936920526e-22,2.719296309532973e-16,9.111524917231465e-30,9.054479982614868e-05,3.5452018982692186e-27,3.694786074590916e-08,1.1088639743230697e-08,1.0050733916143097e-07,2.065283259324248e-08,1.782948156099233e-08,1.0681748400957364e-08,5.215189428981416e-09,3.5041315527993956e-09,0.002216499520599097,2.1050908377763266e-09,1.45748773175854e-08,8.747527497823057e-09,0.0022094799256718966,1.7175961517160183e-08,1.432873441556514e-15,2.266144561859818e-14,1.3092397187145155e-05,5.220406633194386e-09,1.038918399600771e-09,1.458168600727486e-08,1.209950838224375e-09,3.928240617293024e-16,7.66451367121998e-09,6.716236405672449e-28,3.7301860824658185e-07,1.2246173123520877e-07
6.271139012739583e-12,0.1547348997255798,0.0,0.003841811148838026,0.03107510113225666,0.317168013941957,0.3481718304023539,0.2070121814936015,0.09201816992450745,2.1352289786452106e-35,3.009169435213235e-16,9.102688657781178e-05,7.550593215848055e-11,1.3929126588808382e-25,4.696519695398085e-24,1.7300598087634238e-09,5.688343086434455e-20,1.8062154619597502e-14,8.679127270337084e-23,4.8520075245266526e-12,3.5440808628095224e-09,6.093109932428848e-35,2.0304437121962275e-05,1.1930225203746423e-22,2.7637803944007597e-16,9.361492589521962e-30,9.103494909018967e-05,3.624675635949664e-27,3.696009902311198e-08,1.1090699032097496e-08,1.011783154035651e-07,2.069456433413817e-08,1.7868412460577213e-08,1.0688690583655569e-08,5.228595698300462e-09,3.5269854234398015e-09,0.0022284574508922316,2.1336670942443942e-09,1.4680938392935692e-08,8.826993647423848e-09,0.002221398922229134,1.7269225156717162e-08,1.4524710305331825e-15,2.3111771141812568e-14,1.3163368069394695e-05,5.22476684700202e-09,1.0393700619470402e-09,1.4739668542345007e-08,1.224506577975401e-09,3.9929449961112515e-16,7.788697838736632e-09,7.008895950015234e-28,3.7544657003695625e-07,1.238201122565387e-07
6.3050185997175216e-12,0.1547348997255798,0.0,0.0038418100281741533,0.031075101085022407,0.3171559856692103,0.34815941821346197,0.20701218134254518,0.09201817003801134,2.240662983678004e-35,3.0582130231724427e-16,9.151695123981093e-05,7.712041384991779e-11,1.44603909295691e-25,4.824586258895991e-24,1.7490476607330834e-09,5.810530740469229e-20,1.8259544614945032e-14,8.820554345483945e-23,4.9045669595347924e-12,3.56322752175028e-09,6.259485462915362e-35,2.041373105196008e-05,1.2124626593347033e-22,2.808746234733245e-16,9.616914390974725e-30,9.152508034538206e-05,3.705497279958089e-27,3.697205817375027e-08,1.1092699037586833e-08,1.0184974140395658e-07,2.0735903051873515e-08,1.7907005625615406e-08,1.0695469276903196e-08,5.2418941385400264e-09,3.5497883870749765e-09,0.002240414503983487,2.162442038836581e-09,1.4786969195957079e-08,8.906662860257396e-09,0.0022333170331947138,1.7362488439724003e-08,1.4722094586543035e-15,2.3568236852176292e-14,1.3234336770517695e-05,5.2290438457129015e-09,1.0398210727796861e-09,1.4898493014993595e-08,1.23916340172171e-09,4.0583597561155805e-16,7.914204565775468e-09,7.312631410629193e-28,3.7787883330388296e-07,1.2518624521356682e-07
6.33889818669546e-12,0.1547348997255798,0.0,0.0038418089081532127,0.031075101037796413,0.3171439582745892,0.34814700691570927,0.20701218119182374,0.09201817015249054,2.3506947018036568e-35,3.1077867076637885e-16,9.200699765487806e-05,7.876052899152941e-11,1.5008898719395718e-25,4.9554295254982346e-24,1.768141778366015e-09,5.934675261017616e-20,1.845802555603507e-14,8.963509510399661e-23,4.9574094551424095e-12,3.5823741795857446e-09,6.429475666473396e-35,2.0523020697456044e-05,1.2321128391052618e-22,2.8541964090265555e-16,9.877879023010287e-30,9.201519359274793e-05,3.7876824993341606e-27,3.698374456071046e-08,1.1094641299806216e-08,1.0252161239455429e-07,2.077685236995085e-08,1.7945263985573855e-08,1.0702087918197779e-08,5.255085725472896e-09,3.572540090934027e-09,0.0022523706799562337,2.1914154715764852e-09,1.4892967835346463e-08,8.986533500401406e-09,0.0022452342586568334,1.745575136608941e-08,1.4920887310675325e-15,2.4030886738279088e-14,1.3305303287077248e-05,5.233239025118941e-09,1.0402714565855987e-09,1.5058159277198986e-08,1.2539215464613342e-09,4.124488861293192e-16,8.041040611982388e-09,7.627799092630797e-28,3.803153974084175e-07,1.2656013428350164e-07
6.372777773673399e-12,0.1547348997255798,0.0,0.003841807788763964,0.03107510099057867,0.3171319317580028,0.34813459650899925,0.2070121810414342,0.09201817026793915,2.4654983602538343e-35,3.1578933398919423e-16,9.24970258241625e-05,8.042654442514024e-11,1.5575112545255835e-25,5.08909434328547e-24,1.787342204139349e-09,6.060797406548542e-20,1.8657597734831945e-14,9.108000976103336e-23,5.01053501000887e-12,3.6015208363156517e-09,6.603139124489513e-35,2.0632306058678643e-05,1.2519741882180676e-22,2.9001334955191847e-16,1.0144476141714033e-29,9.250528883330944e-05,3.871247064669558e-27,3.699516440181964e-08,1.1096527318818162e-08,1.0319392368505898e-07,2.0817415878470516e-08,1.798319044450942e-08,1.0708549878381673e-08,5.268171429653356e-09,3.595240194202393e-09,0.0022643259788938355,2.2205871891584353e-09,1.4998932456569316e-08,9.066603946739702e-09,0.0022571505987036768,1.7549013935721523e-08,1.512108851924055e-15,2.4499764790474947e-14,1.337626761571092e-05,5.237353758242599e-09,1.0407212366959274e-09,1.521866718096229e-08,1.2687812491509204e-09,4.1913362771238853e-16,8.16921273312732e-09,7.954764757352915e-28,3.827562617117087e-07,1.279417836425547e-07
6.406657360651338e-12,0.1547348997255798,0.0,0.003841806669995364,0.03107510094336917,0.3171199061193602,0.3481221869932353,0.20701218089137377,0.0920181703843512,2.5852538025552735e-35,3.208535771080519e-16,9.298703574881353e-05,8.211872831157482e-11,1.6159504820419995e-25,5.225626039017218e-24,1.8066489805263404e-09,6.188918044610177e-20,1.8858261443268467e-14,9.25403695361334e-23,5.063943622793284e-12,3.6206674919397396e-09,6.780535047878175e-35,2.074158713585636e-05,1.2720478352035937e-22,2.9465600721920345e-16,1.0416796362906167e-29,9.299536606808876e-05,3.956206848289471e-27,3.700632377315273e-08,1.109835855568285e-08,1.0386667066147514e-07,2.0857597134438794e-08,1.8020787881289257e-08,1.0714858462739965e-08,5.281152216324775e-09,3.6178883677734095e-09,0.002276280400879646,2.2499569850284824e-09,1.510486124121895e-08,9.146872592882243e-09,0.002269066053423421,1.764227614852792e-08,1.5322698244124025e-15,2.497491500057666e-14,1.3447229753129336e-05,5.241389395682777e-09,1.0411704353382877e-09,1.538001657830737e-08,1.2837427467057338e-09,4.258905970580686e-16,8.298727681104701e-09,8.29390382041595e-28,3.852014255749979e-07,1.293311974659406e-07
6.440536947629277e-12,0.1547348997255798,0.0,0.0038418055518365662,0.031075100896167905,0.31710788135857054,0.348109778368321,0.20701218074163963,0.09201817050172101,2.7101466380688683e-35,3.2597168524718783e-16,9.347702742998023e-05,8.383735012969802e-11,1.6762557938637453e-25,5.365070420637858e-24,1.826062149996334e-09,6.319058151823291e-20,1.9060016973245918e-14,9.401625653947305e-23,5.117635292154504e-12,3.639814146457743e-09,6.961723280445909e-35,2.085086392921762e-05,1.2923349085910344e-22,2.9934787167684367e-16,1.0694931267211e-29,9.348542529810818e-05,4.042577824434084e-27,3.701722861226418e-08,1.1100136433473595e-08,1.0453984878469139e-07,2.0897399662072944e-08,1.8058059149809292e-08,1.0721016912087606e-08,5.294029045331276e-09,3.640484294004129e-09,0.002288233945997013,2.279524649463853e-09,1.5210752406385924e-08,9.22733784708377e-09,0.0022809806229042292,1.7735538004415602e-08,1.5525716507913058e-15,2.5456381361560898e-14,1.351818969611473e-05,5.2453472659565e-09,1.0416190736867402e-09,1.554220732128083e-08,1.2988062759996668e-09,4.32720191013043e-16,8.429592203933992e-09,8.645601552842952e-28,3.8765088835961996e-07,1.307283799278773e-07
6.4744165346072155e-12,0.1547348997255798,0.0,0.003841804434276912,0.03107510084897487,0.31709585747554303,0.34809737063416013,0.20701218059222887,0.09201817062004297,2.840368394677654e-35,3.311439435326923e-16,9.396700086881164e-05,8.558268067545604e-11,1.738476442987541e-25,5.5074737797820665e-24,1.8455817550147406e-09,6.451238813874601e-20,1.9262864616634072e-14,9.550775288122128e-23,5.171610016751123e-12,3.6589607998693983e-09,7.146764302255441e-35,2.0960136438990845e-05,1.3128365369083017e-22,3.0408920067141985e-16,1.0978973405125666e-29,9.397546652439006e-05,4.130376069440006e-27,3.7027884721346124e-08,1.1101862338265893e-08,1.0521345358908976e-07,2.093682695310351e-08,1.8095007079210878e-08,1.0727028403845544e-08,5.306802871033428e-09,3.6630276664753703e-09,0.0023001866143292703,2.309289969650884e-09,1.5316604204037462e-08,9.307998132161119e-09,0.002292894307234255,1.7828799503291038e-08,1.5730143324216177e-15,2.5944207867283292e-14,1.3589147441519568e-05,5.249228675836402e-09,1.0420671719096437e-09,1.5705239261952034e-08,1.313972073865245e-09,4.396228065734321e-16,8.561813045760218e-09,9.010253285248397e-28,3.901046494270022e-07,1.3213333520158646e-07
6.508296121585154e-12,0.1547348997255798,0.0,0.003841803317305931,0.03107510080179006,0.31708383447018695,0.34808496379065607,0.2070121804431387,0.0920181707393116,2.9761166746725465e-35,3.3637063709249074e-16,9.445695606645663e-05,8.73549920609175e-11,1.802662711762879e-25,5.6528828942797074e-24,1.8652078380430035e-09,6.58548122551013e-20,1.9466804665271202e-14,9.701494067153963e-23,5.225867795241475e-12,3.678107452174442e-09,7.335719232989839e-35,2.1069404665404438e-05,1.3335538486820257e-22,3.088802519237619e-16,1.1269016302088123e-29,9.446548974795685e-05,4.2196177619216886e-27,3.703829777031432e-08,1.1103537620100647e-08,1.0588748068118254e-07,2.0975882467073734e-08,1.8131634474095473e-08,1.0732896053105651e-08,5.319474642227863e-09,3.6855181897559287e-09,0.002312138405959747,2.339252729761484e-09,1.5422414920406694e-08,9.388851885409306e-09,0.0023048071065016416,1.7922060645060157e-08,1.5935978697973173e-15,2.6438438512203327e-14,1.366010298626516e-05,5.253034910684045e-09,1.0425147492154593e-09,1.586911225241307e-08,1.329240377093634e-09,4.465988408848446e-16,8.695396946854541e-09,9.388264615130392e-28,3.925627081386649e-07,1.3354606745929337e-07
6.542175708563093e-12,0.1547348997255798,0.0,0.0038418022009133346,0.03107510075461347,0.3170718123424114,0.34807255783771257,0.20701218029436638,0.09201817085952159,3.1175953138851767e-35,3.416520510563236e-16,9.494689302406395e-05,8.915455771331504e-11,1.8688659277807575e-25,5.801345030660174e-24,1.8849404415385748e-09,6.721806690528549e-20,1.9671837410964088e-14,9.853790202058238e-23,5.2804086262836326e-12,3.697254103372609e-09,7.528649835316653e-35,2.1178668608686756e-05,1.3544879724375508e-22,3.1372128312895334e-16,1.1565154463544593e-29,9.495549496983099e-05,4.310319182952789e-27,3.7048473299823985e-08,1.1105163593922337e-08,1.0656192573827653e-07,2.1014569631636315e-08,1.8167944114737534e-08,1.0738622913684292e-08,5.3320453020707505e-09,3.70795557917092e-09,0.0023240893209717614,2.3694127110281043e-09,1.5528182875391746e-08,9.469897558516365e-09,0.002316719020794521,1.801532142962836e-08,1.6143222625756253e-15,2.6939117291118828e-14,1.3731056327340312e-05,5.256767234779017e-09,1.0429618238965955e-09,1.6033826144778776e-08,1.344611422434646e-09,4.536486912424282e-16,8.830350643614854e-09,9.780051617296332e-28,3.950250638562216e-07,1.349665808722274e-07
6.576055295541032e-12,0.1547348997255798,0.0,0.0038418010850890137,0.03107510070744509,0.31705979109212573,0.3480601527752334,0.20701218014590908,0.09201817098066768,3.265014544117642e-35,3.4698847055572665e-16,9.543681174278233e-05,9.098165237408711e-11,1.9371384799208637e-25,5.952907946656175e-24,1.904779607954884e-09,6.860236621774537e-20,1.9877963145488017e-14,1.0007671903849632e-22,5.335232508535403e-12,3.716400753463635e-09,7.725618518252027e-35,2.128792826906615e-05,1.3756400366989345e-22,3.1861255195633353e-16,1.1867483380016325e-29,9.544548219103508e-05,4.402496716247518e-27,3.7058416724216664e-08,1.1106741540492706e-08,1.0723678450716372e-07,2.1052891842847365e-08,1.820393875729553e-08,1.0744211979164341e-08,5.344515788005025e-09,3.7303395605741865e-09,0.0023360393594486243,2.3997696918172963e-09,1.5633906421964437e-08,9.551133617477106e-09,0.0023286300502010156,1.8108581856900526e-08,1.6351875096062526e-15,2.744628819890964e-14,1.3802007461799993e-05,5.260426891643912e-09,1.043408413371373e-09,1.6199380791186702e-08,1.3600854465967463e-09,4.607727550909153e-16,8.966680868566393e-09,1.0186041057451987e-27,3.974917159413785e-07,1.3639487961062206e-07
6.609934882518971e-12,0.1547348997255798,0.0,0.003841799969823034,0.031075100660284915,0.31704777071923906,0.3480477486031221,0.20701217999776414,0.09201817110274484,3.418591158919492e-35,3.5238018072401214e-16,9.592671222376026e-05,9.283655209792006e-11,2.00753383455792e-25,6.1076198937069815e-24,1.9247253797413166e-09,7.000792541132139e-20,2.008518216058682e-14,1.0163147383542088e-22,5.3903394406543324e-12,3.735547402447256e-09,7.926688340524837e-35,2.1397183646770946e-05,1.3970111699889456e-22,3.2355431604950165e-16,1.2176099532165747e-29,9.593545141259171e-05,4.496166848341953e-27,3.7068133334400016e-08,1.110827270728068e-08,1.0791205280283823e-07,2.1090852465457667e-08,1.8239621134021105e-08,1.0749666183925523e-08,5.356887031691312e-09,3.752669870124732e-09,0.002347988521473636,2.430323447701837e-09,1.5739583945588477e-08,9.632558542505742e-09,0.002340540194809237,1.8201841926781022e-08,1.6561936089597971e-15,2.7959995230290308e-14,1.3872956386764026e-05,5.26401510436511e-09,1.0438545342241876e-09,1.6365776043797146e-08,1.37566268624706e-09,4.679714300246677e-16,9.104394350362369e-09,1.0606670608984225e-27,3.9996266375593457e-07,1.3783096784371536e-07
6.6438144694969095e-12,0.1547348997255798,0.0,0.0038417988551056343,0.031075100613132938,0.31703575122366084,0.34803534532128266,0.20701217984992884,0.09201817122574807,3.5785486827627594e-35,3.578274666962491e-16,9.641659446814621e-05,9.471953425179047e-11,2.080106551927881e-25,6.265529619461115e-24,1.9447777993431827e-09,7.143496079518099e-20,2.0293494747972847e-14,1.0320224852148813e-22,5.445729421297697e-12,3.754694050323205e-09,8.131923013940801e-35,2.1506434742029438e-05,1.4186025008290626e-22,3.2854683302631913e-16,1.2491100395861967e-29,9.642540263552354e-05,4.591346168775295e-27,3.707762830066192e-08,1.1109758309329056e-08,1.0858772650723878e-07,2.112845483320128e-08,1.8274993953466463e-08,1.0754988404162956e-08,5.36915995894244e-09,3.774946254067123e-09,0.00235993680713009,2.461073751531465e-09,1.5845213863647097e-08,9.714170827947523e-09,0.0023524494547072865,1.8295101639173737e-08,1.677340557955318e-15,2.84802823795715e-14,1.3943903099415825e-05,5.267533075909456e-09,1.0443002022439421e-09,1.653301175479313e-08,1.39134337801138e-09,4.752451137877171e-16,9.24349781378465e-09,1.1042389072967608e-27,4.024379066617819e-07,1.3927484973974976e-07
