Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),HNOH(93),H2NX(201),H3NX(202),HNO2(94),HONO(92),H2X(216),HNO(87),N2O2(378),NO3(95),H3NO3(626)
2.1765446644233248e-10,0.1547348997255798,0.0,0.0038355124691147025,0.031074915940412534,0.2561644815158697,0.2849337346911556,0.20701147977913892,0.09203895012579083,5.322163934500802e-22,1.232698014187054e-11,0.002833977866575482,4.878906925789902e-05,2.9140069407423626e-15,1.9108067477581292e-16,3.5395360559249686e-06,7.243112040852858e-14,3.277908722170637e-11,3.627815451724212e-18,5.76674826809989e-09,1.2297311788946236e-07,3.0577337136659015e-27,0.0006270445884157744,4.966457541883241e-18,9.986638329205619e-12,4.1702334507726043e-22,0.002835526218674627,1.9036995519368444e-20,3.743612999707882e-08,9.949474242934007e-09,4.2635526851930646e-06,2.06378959985552e-08,2.2281724514741934e-08,8.660397005771764e-09,1.0538529564230308e-08,8.753820590487586e-09,0.06262765604136317,7.708587773394221e-07,7.54356198617296e-08,7.316602696897209e-07,0.06233755767414651,5.877749171578807e-07,2.2066669518643364e-12,1.559523271776061e-09,0.00041442925513096406,3.3818580253813525e-09,2.5822419335953526e-09,1.2601766052064258e-05,9.488588627417573e-06,2.5000397790130706e-11,0.00015374634554143868,2.9858455790165453e-16,7.824817099579652e-05,0.00027905709385887167
2.1880678654365364e-10,0.1547348997255798,0.0,0.0038354838652047024,0.03107491530889211,0.25589503378764444,0.2846526001707851,0.2070114760160804,0.09203919919471788,5.55313828770393e-22,1.252095598823653e-11,0.0028473991821874414,4.965096332222246e-05,3.008945888764636e-15,1.9597744380360073e-16,3.583110621625905e-06,7.394473563577844e-14,3.318072748454531e-11,3.685734876680198e-18,5.827437462002432e-09,1.2362393986846263e-07,3.1394451638819393e-27,0.0006299803174912823,5.045573177820418e-18,1.0138522932643165e-11,4.2790921286125195e-22,0.0028489470713174304,1.950724303278864e-20,3.743597963159352e-08,9.942870832201462e-09,4.281327547401945e-06,2.0617312261536688e-08,2.228155665221469e-08,8.650527124216706e-09,1.056580161525568e-08,8.743704215838041e-09,0.06289234002350809,7.74780908859663e-07,7.53158416589928e-08,7.356580664871529e-07,0.0626009018272213,5.908024571394201e-07,2.2278732567320592e-12,1.583122235143063e-09,0.0004164091717697,3.3756480239372423e-09,2.5859745717272766e-09,1.2713117509551025e-05,9.62285022485e-06,2.5434867608451994e-11,0.00015566673846769227,3.09228117561234e-16,7.892273729500816e-05,0.00028250438745715435
2.199591066449748e-10,0.1547348997255798,0.0,0.0038354553269018183,0.031074914679725757,0.2556261456447041,0.28437202728540667,0.20701147225354824,0.09203944994286091,5.792728572315241e-22,1.2716914964302788e-11,0.002860805727991454,5.052273343844703e-05,3.1063973032314486e-15,2.009719577028648e-16,3.62699109210634e-06,7.548160888048385e-14,3.358527605674023e-11,3.744267433083915e-18,5.888437705609087e-09,1.242747589139338e-07,3.2228929104504865e-27,0.0006329124062391165,5.125522029715128e-18,1.0291865991338773e-11,4.390185131403478e-22,0.0028623529326735724,1.998655297476792e-20,3.743583073564103e-08,9.936267848852281e-09,4.29904324083049e-06,2.0596770130395377e-08,2.2281389172440663e-08,8.640683148259114e-09,1.0593162957861932e-08,8.73361457939664e-09,0.06315644486837896,7.786964461950827e-07,7.519675352721322e-08,7.39655971219477e-07,0.0628636718567682,5.938289329350517e-07,2.249163753839185e-12,1.606946072246551e-09,0.0004183870391746098,3.369473669462051e-09,2.5896775749177648e-09,1.282475557384947e-05,9.758256309622258e-06,2.587457515452709e-11,0.0001575988752508503,3.2018327227286876e-16,7.959919324372736e-05,0.0002859756034189955
2.2111142674629595e-10,0.1547348997255798,0.0,0.0038354268541224553,0.03107491405289488,0.2553578154323875,0.28409201433972314,0.20701146849154364,0.09203970237252193,6.041203200456711e-22,1.2914866176887595e-11,0.0028741975298298135,5.1404425569033516e-05,3.206411968732912e-15,2.0606560962579613e-16,3.671177913387415e-06,7.70419683353038e-14,3.39927400863526e-11,3.803416347200708e-18,5.949748883145628e-09,1.2492557501867007e-07,3.308104433566543e-27,0.0006358408603109874,5.206308400532595e-18,1.0446673075398531e-11,4.503545860829168e-22,0.0028757438270711633,2.047505072569027e-20,3.743568330937131e-08,9.929665317494633e-09,4.3166998233951125e-06,2.057626947877081e-08,2.2281222074952795e-08,8.630864990922053e-09,1.0620612987223661e-08,8.723551591547389e-09,0.06341997220227587,7.826054182414231e-07,7.50783538284872e-08,7.436539843414286e-07,0.06312586941572286,5.968543425222114e-07,2.270538265792113e-12,1.6309956409695531e-09,0.00042036286025728253,3.363334709614851e-09,2.593351175723149e-09,1.2936678058480773e-05,9.894809736562158e-06,2.6319555441488282e-11,0.00015954273542495882,3.3145704123688973e-16,8.027752820140281e-05,0.0002894707681805771
2.222637468476171e-10,0.1547348997255798,0.0,0.003835398446782117,0.031074913428381024,0.25509004150246006,0.28381255964510294,0.207011464730068,0.0920399564859847,6.298837265321977e-22,1.3114818715662437e-11,0.0028875746134735835,5.2296085429024595e-05,3.3090413641643786e-15,2.1125980441337056e-16,3.715671527270066e-06,7.862604312763573e-14,3.4403126707489666e-11,3.863184845258563e-18,6.011370878646199e-09,1.2557638817547973e-07,3.395107500539978e-27,0.0006387656853458256,5.287936592100733e-18,1.0602949737502788e-11,4.619208029888431e-22,0.0028891197787761585,2.0972862708224257e-20,3.7435537352915013e-08,9.923063262786477e-09,4.334297354080423e-06,2.055581018079569e-08,2.228105535927857e-08,8.621072565516898e-09,1.0648151100394812e-08,8.713515162962562e-09,0.06368292364549516,7.865078538322926e-07,7.49606408134465e-08,7.476521062982619e-07,0.06338749615075435,5.998786838923145e-07,2.2919966161429624e-12,1.6552717968826147e-09,0.0004223366379225171,3.3572308941877582e-09,2.5969956045917535e-09,1.3048882788759996e-05,1.00325133399886e-05,2.676984351277118e-11,0.000161498298354818,3.430566821700445e-16,8.095773157402731e-05,0.0002929899078128404
2.2341606694893827e-10,0.1547348997255798,0.0,0.003835370104795418,0.03107491280616588,0.25482282221308417,0.28353366151954823,0.20701146096912246,0.09204021228551494,6.565912664118907e-22,1.3316781653132518e-11,0.002900937004622874,5.319775848608826e-05,3.414337667163563e-15,2.1655595861819917e-16,3.760472371357763e-06,8.02340633170876e-14,3.481644304035761e-11,3.923576153447973e-18,6.0733035759547e-09,1.2622719837718503e-07,3.483930167256381e-27,0.0006416868869698226,5.370410905107389e-18,1.0760701512964545e-11,4.737205663970748e-22,0.002902480811992581,2.1480116389849457e-20,3.743539286638352e-08,9.91646170943286e-09,4.351835892927985e-06,2.0535392111093672e-08,2.2280889024940138e-08,8.611305785642848e-09,1.0675776696316661e-08,8.70350520460264e-09,0.06394530081235604,7.90403781734705e-07,7.484361262712891e-08,7.516503375259694e-07,0.063648553702294,6.029019550507074e-07,2.313538629381188e-12,1.6797753932542496e-09,0.0004243083750683407,3.3511619750858113e-09,2.600611089885945e-09,1.3161367601736385e-05,1.0171369933818522e-05,2.7225474441559322e-11,0.00016346554323982135,3.5498949129328664e-16,8.163979281390999e-05,0.00029653304802399215
2.2456838705025943e-10,0.1547348997255798,0.0,0.0038353418280760916,0.031074912186231287,0.2545561559287886,0.28325531828766415,0.20701145720870825,0.09204046977336032,6.842718222414544e-22,1.352076404461771e-11,0.002914284728907094,5.410948996058195e-05,3.522353758528885e-15,2.2195550052712426e-16,3.8055808790791694e-06,8.186625989295436e-14,3.523269619131446e-11,3.984593497921812e-18,6.135546858726161e-09,1.2687800561662228e-07,3.5746007796373615e-27,0.0006446044707964751,5.453735639097608e-18,1.091993391978764e-11,4.857573101927369e-22,0.0029158269508627425,2.199694028536562e-20,3.743524984986913e-08,9.909860682183308e-09,4.369315501025308e-06,2.0515015144777095e-08,2.2280723071454287e-08,8.601564565186335e-09,1.0703489175825632e-08,8.693521627716203e-09,0.06420710531122685,7.942932306448574e-07,7.472726731460205e-08,7.556486784515039e-07,0.06390904370456382,6.059241540166207e-07,2.3351641309252234e-12,1.7045072810613267e-09,0.00042627807458602804,3.3451277063070016e-09,2.604197857903977e-09,1.3274130346133925e-05,1.0311382311673327e-05,2.768648333023215e-11,0.00016544444911773155,3.6726279648477163e-16,8.232370141944946e-05,0.00030010021416199313
2.2572070715158059e-10,0.1547348997255798,0.0,0.003835313616537,0.03107491156855921,0.25429004102043823,0.28297752828062794,0.2070114534488267,0.09204072895175046,7.12954981988647e-22,1.3726774928233931e-11,0.0029276178118852296,5.5031324825636965e-05,3.633143226618879e-15,2.2745987018356253e-16,3.850997479710702e-06,8.352286477169798e-14,3.565189325292242e-11,4.0462401047951976e-18,6.1981006104281304e-09,1.275288098866415e-07,3.6671479751002806e-27,0.0006475184424266252,5.537915092470918e-18,1.108065245872464e-11,4.9803449971381335e-22,0.0029291582194674666,2.2523463959384773e-20,3.743510830344519e-08,9.903260205829287e-09,4.386736240494994e-06,2.0494679157444677e-08,2.228055749833257e-08,8.59184881832052e-09,1.0731287941661035e-08,8.68356434383976e-09,0.064468338744551,7.981762291841237e-07,7.461160282634994e-08,7.59647129492993e-07,0.06416896778560514,6.089452788231224e-07,2.356872947114203e-12,1.7294683089993953e-09,0.00042824573936012055,3.3391278439224658e-09,2.607756132901607e-09,1.3387168882292217e-05,1.0452553246984723e-05,2.8152905309816263e-11,0.0001674349948683937,3.798842022438681e-16,8.300944693490821e-05,0.00030369143121703173
2.2687302725290175e-10,0.1547348997255798,0.0,0.003835285470090142,0.03107491095313178,0.25402447586520505,0.2827002898361574,0.20701144968947893,0.09204098982289727,7.426710517484578e-22,1.3934823324874886e-11,0.0029409362790460995,5.596330780726255e-05,3.7467603717324996e-15,2.330705194095973e-16,3.896722598398997e-06,8.520411079443164e-14,3.6074041304000066e-11,4.108519200145374e-18,6.260964714342027e-09,1.2817961118010675e-07,3.7616006840174044e-27,0.0006504288074485029,5.6229535624786246e-18,1.1242862613334534e-11,5.105556318573965e-22,0.002942474641826309,2.3059818028806222e-20,3.7434968227166197e-08,9.89666030520169e-09,4.404098174484091e-06,2.047438402517935e-08,2.2280392305081343e-08,8.582158459504676e-09,1.0759172398472658e-08,8.67363326479757e-09,0.06472900270887334,8.02052805895268e-07,7.449661702343304e-08,7.636456910599541e-07,0.06442832756730689,6.1196532751707e-07,2.3786649051997707e-12,1.7546593234929503e-09,0.00043021137226844443,3.3331621460568345e-09,2.611286137113498e-09,1.3500481082107696e-05,1.0594885493099966e-05,2.862477553943992e-11,0.00016943715921738725,3.9286137238104543e-16,8.369701895018858e-05,0.00030730672382397854
2.280253473542229e-10,0.1547348997255798,0.0,0.003835257388646665,0.031074910339931233,0.2537594588465378,0.2824236012984812,0.20701144593066623,0.09204125238899481,7.734510686007175e-22,1.4144918238194282e-11,0.002954240155808617,5.690548338446954e-05,3.863260210470181e-15,2.3878891182782136e-16,3.942756656183284e-06,8.691023172440788e-14,3.6499147409673976e-11,4.171434010011566e-18,6.324139053564533e-09,1.2883040948989577e-07,3.857988131174501e-27,0.000653335571437768,5.7088553452211315e-18,1.1406569850040154e-11,5.233242351855086e-22,0.0029557762418977755,2.360613416527471e-20,3.743482962106795e-08,9.890061005168417e-09,4.421401367153584e-06,2.0454129624545983e-08,2.228022749120182e-08,8.572493403483645e-09,1.0787141952828311e-08,8.663728302701382e-09,0.06498909879486582,8.059229892388604e-07,7.43823076824291e-08,7.676443635535085e-07,0.06468712466543378,6.149842981590636e-07,2.400539833337945e-12,1.7800811687056379e-09,0.0004321749761821307,3.327230372868741e-09,2.6147880907744017e-09,1.3614064828975088e-05,1.073838178338659e-05,2.9102129205790836e-11,0.0001714509207396181,4.0620194608134284e-16,8.438640710060967e-05,0.00031094611626482496
2.2917766745554406e-10,0.1547348997255798,0.0,0.0038352293721168693,0.03107490972893999,0.25349498835413253,0.28214746101830696,0.20701144217238968,0.09204151665221948,8.053268136095156e-22,1.4357068654588373e-11,0.002967529467522056,5.785789578941273e-05,3.982698480075476e-15,2.4461652288293177e-16,3.989100070017672e-06,8.864146224451065e-14,3.692721862143014e-11,4.234987760394864e-18,6.387623511008924e-09,1.2948120480890007e-07,3.956339837228874e-27,0.0006562387399575514,5.795624735645277e-18,1.1571779618185354e-11,5.363438700304955e-22,0.0029690630435795376,2.4162545097621678e-20,3.743469248516768e-08,9.883462330632009e-09,4.438645883668085e-06,2.04339158325892e-08,2.2280063056190103e-08,8.56285356528722e-09,1.0815196013221188e-08,8.653849369950175e-09,0.06524862858735353,8.097868075898873e-07,7.426867250016544e-08,7.716431473665903e-07,0.06494536068965437,6.180021888233974e-07,2.422497560581041e-12,1.8057346865503997e-09,0.0004341365539656331,3.321332286531482e-09,2.6182622121401153e-09,1.3727918017729198e-05,1.088304483133652e-05,2.95850015225772e-11,0.0001734762578628506,4.1991387500477137e-16,8.507760106668583e-05,0.0003146096324711055
2.3032998755686522e-10,0.1547348997255798,0.0,0.0038352014204102213,0.031074909120140555,0.2532310627839037,0.28187186735279196,0.2070114384146506,0.09204178261473013,8.383308249648046e-22,1.457128354317896e-11,0.0029808042394663054,5.882058900755164e-05,4.105131642757165e-15,2.5055483986307836e-16,4.035753252793332e-06,9.039803795475144e-14,3.735826197716493e-11,4.299183677258082e-18,6.451417969406453e-09,1.3013199713002486e-07,4.056685620166795e-27,0.0006591383185584952,5.883266027541687e-18,1.173849735009199e-11,5.496181285999962e-22,0.0029823350707086564,2.4729184614289778e-20,3.7434556819464164e-08,9.876864306527303e-09,4.455831790185641e-06,2.041374252683115e-08,2.227989899953729e-08,8.553238860229564e-09,1.0843333990077152e-08,8.643996379229867e-09,0.06550759366534022,8.136442892345511e-07,7.415570909824958e-08,7.756420428841534e-07,0.06520303724356896,6.21018997598013e-07,2.4445379168696656e-12,1.8316207166995579e-09,0.0004360961084767482,3.3154676512138507e-09,2.6217087175082298e-09,1.3842038554587007e-05,1.1028877330669673e-05,3.0073427729991964e-11,0.00017551314887118228,4.3400521108195917e-16,8.577059057390627e-05,0.0003182972960263022
2.3148230765818638e-10,0.1547348997255798,0.0,0.0038351735334353587,0.03107490851351561,0.25296768053795454,0.2815968186655128,0.20701143465745012,0.09204205027866809,8.724964112665478e-22,1.478757185579675e-11,0.0029940644968521335,5.979360677782963e-05,4.230616889991637e-15,2.566053619209669e-16,4.082716613360595e-06,9.218019536976931e-14,3.7792284501235714e-11,4.364024986525639e-18,6.515522311307688e-09,1.3078278644618896e-07,4.159055596760405e-27,0.0006620343127787965,5.971783513542139e-18,1.1906728461116614e-11,5.631506350814849e-22,0.002995592347061794,2.530618756574075e-20,3.743442262393789e-08,9.870266957819203e-09,4.4729591538477205e-06,2.0393609585269305e-08,2.2279735320729472e-08,8.543649203908582e-09,1.087155529576193e-08,8.634169243512948e-09,0.06576599560203403,8.17495462367251e-07,7.40434150274075e-08,7.796410504833788e-07,0.0654601559247374,6.240347225844512e-07,2.466660733024804e-12,1.8577400965948385e-09,0.0004380536425666342,3.309636233061127e-09,2.625127821238651e-09,1.3956424357090046e-05,1.1175881955436983e-05,3.0567443094180304e-11,0.00017756157190845957,4.484839091183489e-16,8.646536539251584e-05,0.00032200913016823486
2.3263462775950754e-10,0.1547348997255798,0.0,0.003835145711100102,0.031074907909047943,0.252704840024548,0.28132231332643465,0.2070114309007893,0.09204231964615732,9.078576649517673e-22,1.5005942526965137e-11,0.003007310264821441,6.077699259287031e-05,4.359212146805456e-15,2.627696000947197e-16,4.129990556550957e-06,9.39881719163349e-14,3.8229293204511184e-11,4.429514914083423e-18,6.579936419083866e-09,1.3143357275032489e-07,4.263480184024019e-27,0.0006649267281442448,6.06118148511696e-18,1.2076478349706947e-11,5.769450457463949e-22,0.0030088348963554284,2.5893689866846748e-20,3.7434289898551105e-08,9.863670309500423e-09,4.490028042769314e-06,2.0373516886374295e-08,2.2279572019247815e-08,8.534084512205307e-09,1.0899859344588165e-08,8.62436787605813e-09,0.06602383596487295,8.213403550877315e-07,7.393178777163646e-08,7.836401705338758e-07,0.06571671832470675,6.270493618978026e-07,2.4888658407399304e-12,1.8840936614573405e-09,0.00044000915907982917,3.303837800176225e-09,2.6285197357739115e-09,1.4071073354047076e-05,1.1324061360122853e-05,3.106708290671034e-11,0.00017962150498163876,4.633582634659777e-16,8.716191533729735e-05,0.00032574515779143243
2.3378694786082867e-10,0.1547348997255798,0.0,0.0038351179533114583,0.0310749073067205,0.25244253965807817,0.2810483497118816,0.20701142714466947,0.0920425907193044,9.444494758648418e-22,1.522640447388433e-11,0.0030205415684475168,6.177078969919133e-05,4.4909760760379415e-15,2.690490773284939e-16,4.1775754831989915e-06,9.582220593085861e-14,3.866929508442133e-11,4.4956566857786625e-18,6.644660174928232e-09,1.3208435603537853e-07,4.369990100669854e-27,0.0006678155701682658,6.151464232572418e-18,1.2247752397458128e-11,5.910050490538187e-22,0.003022062742246072,2.6491828499265115e-20,3.7434158643248063e-08,9.857074386589358e-09,4.507038526029202e-06,2.0353464309087728e-08,2.2279409094568607e-08,8.524544701283275e-09,1.0928245552822353e-08,8.61459219040997e-09,0.06628111631555003,8.25178995398401e-07,7.382082475218025e-08,7.876394033978855e-07,0.06597272602903867,6.300629136666616e-07,2.5111530725732028e-12,1.910682244297441e-09,0.00044196266085427143,3.29807212260101e-09,2.631884671659259e-09,1.4185983485477043e-05,1.1473418179747119e-05,3.1572382484046984e-11,0.00018169292596409027,4.786367368966869e-16,8.786023026735481e-05,0.0003295054014494904
2.349392679621498e-10,0.1547348997255798,0.0,0.0038350902599756345,0.031074906706516338,0.2521807778590411,0.2807749262045075,0.20701142338909165,0.09204286350019873,9.82307544971382e-22,1.5448966596415927e-11,0.003033758432735299,6.277504109743495e-05,4.625968082583635e-15,2.7544532849286e-16,4.225471790164166e-06,9.76825366569025e-14,3.9112297125006955e-11,4.5624535274198e-18,6.709693460857376e-09,1.3273513629430948e-07,4.4786163685632e-27,0.0006707008443519608,6.242636045048157e-18,1.2420555969168735e-11,6.053343657537905e-22,0.003035275908330479,2.7100741513796873e-20,3.7434028857955e-08,9.850479214127937e-09,4.523990673660305e-06,2.0333451732820016e-08,2.22792465461633e-08,8.51502968758787e-09,1.0956713338691717e-08,8.604842100398417e-09,0.0665378382100389,8.290114112018027e-07,7.371052333133416e-08,7.916387494304769e-07,0.0662281806173368,6.330753760330765e-07,2.5335222619397447e-12,1.9375066759246453e-09,0.000443914150721318,3.292338972297773e-09,2.6352228375625268e-09,1.4301152702552364e-05,1.162395502996639e-05,3.2083377167029e-11,0.0001837758125988486,4.943276074862985e-16,8.856030008589806e-05,0.0003332898833574106
2.3609158806347093e-10,0.1547348997255798,0.0,0.003835062630998043,0.03107490610841865,0.25191955305400654,0.2805020411932651,0.20701141963405695,0.09204313799091256,1.0214683982160231e-21,1.567363777706779e-11,0.0030469608826216234,6.378978954261507e-05,4.7642483176145355e-15,2.819599004049407e-16,4.273679870352574e-06,9.956940424269643e-14,3.955830629696897e-11,4.629908664776365e-18,6.775036158712575e-09,1.333859135200905e-07,4.589390314176998e-27,0.0006735825561841461,6.334701210514628e-18,1.2594894412896524e-11,6.199367489901516e-22,0.003048474418145867,2.7720568032728807e-20,3.7433900542580346e-08,9.843884817179554e-09,4.540884556640208e-06,2.0313479037448222e-08,2.227908437349856e-08,8.505539387845697e-09,1.0985262122390904e-08,8.595117520138415e-09,0.06679400319861865,8.328376302982421e-07,7.360088081608598e-08,7.956382089797445e-07,0.06648308366327409,6.360867471525023e-07,2.5559732431039608e-12,1.9645677849573774e-09,0.0004458636315057636,3.2866381231308704e-09,2.6385344402937983e-09,1.4416578967542446e-05,1.1775674507174908e-05,3.2600102320349205e-11,0.00018587014250180843,5.104395017747264e-16,8.926211474002869e-05,0.00033709862539392586
2.3724390816479207e-10,0.1547348997255798,0.0,0.003835035066283308,0.031074905512410766,0.25165886367558954,0.2802296930733781,0.2070114158795666,0.09204341419350107,1.0619694005244472e-21,1.5900426880979378e-11,0.0030601489429754793,6.481507754438015e-05,4.905877682781981e-15,2.885943518483137e-16,4.322200112738573e-06,1.0148304973865799e-13,4.000732955771737e-11,4.698025323578837e-18,6.840688150161108e-09,1.3403668770570802e-07,4.702343570045854e-27,0.0006764607111413952,6.427664015770544e-18,1.2770773060014e-11,6.348159844029995e-22,0.0030616582951701185,2.8351448252159434e-20,3.743377369701488e-08,9.837291220827044e-09,4.55772024688176e-06,2.0293546103313923e-08,2.2278922576036335e-08,8.496073719063912e-09,1.1013891326088637e-08,8.585418364029406e-09,0.06704961282589905,8.366576803835538e-07,7.349189446160052e-08,7.996377823870027e-07,0.06673743673461978,6.390970251937511e-07,2.5785058511719228e-12,1.9918663978327133e-09,0.00044781110602586045,3.280969350848529e-09,2.6418196848248545e-09,1.4532260253757548e-05,1.1928579188604848e-05,3.312259333203788e-11,0.00018797589316486808,5.269813174290296e-16,8.996566422052699e-05,0.0003409316491038085
2.383962282661132e-10,0.1547348997255798,0.0,0.003835007565735277,0.031074904918476143,0.2513987081624216,0.27995788024631013,0.20701141212562157,0.0920436921100025,1.1038487699499463e-21,1.6129342755907385e-11,0.0030733226385982588,6.585094736729197e-05,5.050917834398004e-15,2.953502535926773e-16,4.371032902386329e-06,1.0342371509491678e-13,4.045937385141977e-11,4.766806729518527e-18,6.906649316697595e-09,1.346874588441616e-07,4.8175080762194576e-27,0.000679335314688077,6.521528746440356e-18,1.2948197225263724e-11,6.499758902307225e-22,0.0030748275628219987,2.899352344430878e-20,3.743364832113173e-08,9.83069845017069e-09,4.574497817223811e-06,2.027365281122107e-08,2.2278761153233875e-08,8.486632598529574e-09,1.1042600373934202e-08,8.575744546754887e-09,0.06730466863084537,8.404715890470102e-07,7.338356147455301e-08,8.036374699869768e-07,0.06699124139326638,6.421062083389443e-07,2.601119922083835e-12,2.019403338816055e-09,0.000449756577093337,3.2753324330648133e-09,2.645078774308399e-09,1.4648194545492906e-05,1.2082671632426058e-05,3.365088561294923e-11,0.00019009304195902058,5.439616689667729e-16,9.067093856164032e-05,0.0003447889757001632
