Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),HNOH(93),H2NX(201),H3NX(202),HNO2(94),HONO(92),H2X(216),HNO(87),N2O2(378),NO3(95)
1.8891549516725094e-12,0.1496765275186108,0.0,0.003716371802040491,0.031075107375992717,0.31909166120767446,0.3501486503852625,0.20701220599154996,0.09201816952203952,3.2864022830573084e-42,3.835418847349256e-18,2.108992791801984e-05,8.063659563277011e-14,5.448857845155092e-31,2.69336778661614e-27,7.020507650488558e-11,1.808914113750744e-22,7.573626756072285e-16,7.981727580697986e-25,2.808158903906282e-13,5.478993109794302e-10,1.9207197504002862e-38,3.0226776005456687e-06,7.668167405140858e-25,2.1992419945799317e-18,4.318187430329075e-33,2.1090661275355904e-05,5.6577331591384576e-30,2.676101983952959e-08,9.253124940810549e-09,2.0218699726958418e-08,1.0351618667536117e-08,8.522522617731809e-09,6.488126549343756e-09,2.1921201253747282e-09,4.867666044325022e-10,0.0003162694712763376,6.510176610806282e-11,1.8345811931502487e-09,9.674145128528732e-10,0.0003150072734603104,5.11796124360989e-09,3.922680876540942e-17,1.6412334866745469e-16,1.731811872045463e-06,3.1452606528791938e-09,9.719279654772453e-10,9.010915742719845e-10,5.65106073349043e-11,4.845580872048729e-18,2.7785334180562432e-11,7.635435675193483e-34,3.3243646335637285e-08
1.9068963454055874e-12,0.1496765275186108,0.0,0.003716371036473225,0.031075107350725238,0.31908867754738185,0.35014549665288675,0.20701220587565491,0.09201816941319907,3.5670755044458384e-42,3.944468562903423e-18,2.128788350093128e-05,8.33467006306176e-14,5.8056572624155285e-31,2.8222121798516256e-27,7.153270473911207e-11,1.8750766853809117e-22,7.716744386274639e-16,8.208719428008637e-25,2.8611487561857567e-13,5.530447245262187e-10,2.0126186310361394e-38,3.051048995278544e-06,7.886241284639248e-25,2.2617750842389436e-18,4.524777654150452e-33,2.128862536765315e-05,5.873787970609869e-30,2.6884306926258532e-08,9.296508401683396e-09,2.046977945655386e-08,1.0428291178939318e-08,8.585207065236013e-09,6.544305464514976e-09,2.2098842384209785e-09,4.957965740706069e-10,0.0003192367070099708,6.693280498458389e-11,1.8672289134536162e-09,9.847478525824162e-10,0.0003179626435727915,5.166021067269164e-09,4.037469087425678e-17,1.7062778708751482e-16,1.7480922464183204e-06,3.1678568116138537e-09,9.74946909061657e-10,9.180775268290585e-10,5.760451230141072e-11,4.98364494678104e-18,2.8549379352876653e-11,8.160483576285763e-34,3.355557342853261e-08
1.9246377391386655e-12,0.1496765275186108,0.0,0.0037163702726664004,0.031075107325474388,0.31908569394146175,0.3501423429768813,0.20701220576003385,0.09201816930596908,3.868833135428162e-42,4.055565494488316e-18,2.1485837154795998e-05,8.612323800291611e-14,6.18226148795388e-31,2.9559405129145434e-27,7.287282408596281e-11,1.943034690065996e-22,7.861205358486137e-16,8.439974589636815e-25,2.9146338739603443e-13,5.581901379357799e-10,2.1080019236097834e-38,3.079420108893262e-06,8.108410958506811e-25,2.3254822443078007e-18,4.7391998687125206e-33,2.148658756076243e-05,6.095982177065025e-30,2.700612306409862e-08,9.33938591412502e-09,2.0721677942226363e-08,1.0504637771699194e-08,8.647617623082867e-09,6.600233551561396e-09,2.2276058681749438e-09,5.048969661561501e-10,0.00032220388868071226,6.879680990538457e-11,1.9001123708665585e-09,1.0022209354480786e-09,0.00032091795940567864,5.214080820741916e-09,4.154382663812232e-17,1.773216410155964e-16,1.7643728863216062e-06,3.1903166549215898e-09,9.779141885913797e-10,9.352217436731413e-10,5.870941324373116e-11,5.1243104328143515e-18,2.9327215068495426e-11,8.716586158011516e-34,3.3867495501059406e-08
1.9423791328717435e-12,0.1496765275186108,0.0,0.0037163695106029134,0.031075107300239904,0.3190827103899114,0.3501391893572433,0.20701220564468548,0.09201816920033204,4.193046345346593e-42,4.168728663957875e-18,2.1683788879640403e-05,8.896725430616127e-14,6.579575967000473e-31,3.094690306993752e-27,7.422543613161204e-11,2.012820256192858e-22,8.007009775958858e-16,8.675532730513567e-25,2.9686142563978596e-13,5.633355512081112e-10,2.2069677847258408e-38,3.1077909413929447e-06,8.334714532417513e-25,2.390374386563531e-18,4.961674654713225e-33,2.1684547854701432e-05,6.324431447861509e-30,2.7126485803066402e-08,9.381763381861044e-09,2.0974388557457646e-08,1.058065982658216e-08,8.709755487944962e-09,6.6559092644625385e-09,2.2452850787135722e-09,5.140672984141159e-10,0.00032517101628974627,7.069402500884722e-11,1.933230015184477e-09,1.0198334272569696e-09,0.00032387322096038597,5.262140504061818e-09,4.2734494527810373e-17,1.8420828644137623e-16,1.7806537897339718e-06,3.2126405272686524e-09,9.808307630667718e-10,9.525242154069476e-10,5.98253244141415e-11,5.267601705163117e-18,3.0118962408896286e-11,9.305289318769754e-34,3.4179412553301664e-08
1.9601205266048215e-12,0.1496765275186108,0.0,0.0037163687502658324,0.031075107275021524,0.3190797268927277,0.35013603579396996,0.20701220552960864,0.09201816909627061,4.5411618960113005e-42,4.283977092739044e-18,2.18817386754909e-05,9.187980385529221e-14,6.998538878938933e-31,3.238601644880917e-27,7.559054246403453e-11,2.0844657964014067e-22,8.154157741942097e-16,8.915433515570522e-25,3.023089902666456e-13,5.684809643432082e-10,2.3096162009563895e-38,3.136161492780713e-06,8.565190112033012e-25,2.4564624225716703e-18,5.192426703419976e-33,2.1882506249487865e-05,6.559252548805518e-30,2.7245412484173323e-08,9.423646639923495e-09,2.1227904738447475e-08,1.0656358718509667e-08,8.771621851270783e-09,6.711331124311053e-09,2.2629219305924706e-09,5.233070870124271e-10,0.00032813808983825647,7.262469280252636e-11,1.9665802973862703e-09,1.0375849943389395e-09,0.0003268284282383277,5.3102001172620634e-09,4.3946871866482e-17,1.912912245504964e-16,1.7969349546218453e-06,3.234828783094756e-09,9.83697573850388e-10,9.699849326336742e-10,6.095226006418802e-11,5.413543140290252e-18,3.092474242130157e-11,9.92820183486215e-34,3.44913245853434e-08
1.9778619203378995e-12,0.1496765275186108,0.0,0.0037163679916383955,0.03107510724981899,0.31907674344990783,0.3501328822870585,0.2070122054148021,0.09201816899376768,4.914705538076667e-42,4.401329801835118e-18,2.207968654237389e-05,9.486194872237794e-14,7.4401219644210895e-31,3.387817190672776e-27,7.696814467299348e-11,2.158004007609528e-22,8.302649359682353e-16,9.159716609745975e-25,3.078060811934636e-13,5.736263773410674e-10,2.416049002961304e-38,3.164531763059685e-06,8.799875803008489e-25,2.52375726368793e-18,5.4316848483367594e-33,2.208046274513944e-05,6.800563342657331e-30,2.736292024094935e-08,9.465041455135782e-09,2.1482219983634067e-08,1.0731735816576023e-08,8.833217899301013e-09,6.766497718426413e-09,2.2805164809611648e-09,5.326158466372006e-10,0.00033110510932742694,7.458905415557549e-11,2.000161669884578e-09,1.0554753035005608e-09,0.0003297835812409181,5.358259660375359e-09,4.5181022023694755e-17,1.9857409430291258e-16,1.813216378939815e-06,3.2568817863191827e-09,9.86515545119839e-10,9.87603885956997e-10,6.209023444468938e-11,5.562159116101192e-18,3.174467611906678e-11,1.058699734765275e-33,3.4803231597268635e-08
1.9956033140709775e-12,0.1496765275186108,0.0,0.0037163672347040114,0.031075107224632036,0.31907376006144916,0.35012972883650606,0.2070122053002647,0.09201816889280634,5.3152855827450235e-42,4.520805811822461e-18,2.227763248031576e-05,9.791475873087037e-14,7.905331398212817e-31,3.54248220898583e-27,7.835824435003562e-11,2.233467870916067e-22,8.452484732423323e-16,9.408421677976389e-25,3.133526983371234e-13,5.787717902016848e-10,2.5263698792572145e-38,3.1929017522329764e-06,9.038809710984507e-25,2.5922698210559333e-18,5.6796820960856896e-33,2.2278417341673853e-05,7.048482789165791e-30,2.747902600211077e-08,9.505953526959758e-09,2.1737327852971488e-08,1.0806792484071256e-08,8.894544813089609e-09,6.821407698736678e-09,2.2980687837545017e-09,5.419930906351427e-10,0.00033407207475844144,7.658734828802329e-11,2.03397258681022e-09,1.0735040219624566e-09,0.00033273867996957117,5.406319133433932e-09,4.643705212419573e-17,2.060605146354937e-16,1.8294980606313557e-06,3.2787999098779566e-09,9.89285584317533e-10,1.0053810659810726e-09,6.323926180573386e-11,5.713474011951836e-18,3.2578884482357134e-11,1.1283416413890448e-33,3.5115133589161376e-08
2.0133447078040556e-12,0.1496765275186108,0.0,0.003716366479446251,0.03107510719946042,0.3190707767273487,0.3501265754423098,0.20701220518599528,0.09201816879336985,5.744596589833278e-42,4.642424142847845e-18,2.2475576489342927e-05,1.010393114510801e-13,8.395208710523118e-31,3.702744588865009e-27,7.976084308848082e-11,2.310890651538764e-22,8.603663963405882e-16,9.661588385189092e-25,3.189488416145421e-13,5.839172029250571e-10,2.6406843933413653e-38,3.2212714603036975e-06,9.282029941579943e-25,2.6620110056052625e-18,5.936655664822809e-33,2.2476370039108817e-05,7.303130945313935e-30,2.7593746494672026e-08,9.546388488492481e-09,2.1993221967144537e-08,1.0881530078509103e-08,8.955603768529653e-09,6.876059780099049e-09,2.315578889847745e-09,5.514383311458798e-10,0.0003370389861324834,7.861981276936299e-11,2.0680115041797948e-09,1.0916708173296914e-09,0.00033569372442570093,5.4543785364695415e-09,4.771518492553478e-17,2.137540124480404e-16,1.8457799976295235e-06,3.3005835354843584e-09,9.920085824331603e-10,1.0233164633105423e-09,6.439935639667693e-11,5.867512208630686e-18,3.342748845879119e-11,1.2019268605091914e-33,3.5427030561105594e-08
2.0310861015371336e-12,0.1496765275186108,0.0,0.0037163657258488564,0.0310751071743039,0.3190677934476037,0.3501234221044671,0.20701220507199272,0.09201816869544173,6.204423216496364e-42,4.7662038146304305e-18,2.267351856948179e-05,1.0423669219956314e-13,8.910831745637064e-31,3.868754872475367e-27,8.117594248340252e-11,2.3903058988599194e-22,8.756187155868089e-16,9.919256396304925e-25,3.2459451094266873e-13,5.8906261551118e-10,2.759100004236785e-38,3.249640887274959e-06,9.52957460039459e-25,2.7329917280521665e-18,6.202847030334023e-33,2.2674320837462056e-05,7.564628966053742e-30,2.770709824674684e-08,9.5863519073735e-09,2.2249896006881564e-08,1.0955949951656635e-08,9.0163959363807e-09,6.930452739034902e-09,2.333046847127128e-09,5.609510791810994e-10,0.00034000584345073693,8.068668352825996e-11,2.1022768799258586e-09,1.1099753576050784e-09,0.0003386487146107215,5.502437869513469e-09,4.901564571308345e-17,2.216581354421349e-16,1.8620621878573878e-06,3.3222330535907027e-09,9.946854141219688e-10,1.041410068550529e-09,6.557053246614212e-11,6.024298088308837e-18,3.429060896386491e-11,1.2796434662538782e-33,3.5738922513185295e-08
2.0488274952702116e-12,0.1496765275186108,0.0,0.0037163649738957273,0.031075107149162225,0.3190648102222115,0.3501202688229749,0.20701220495825579,0.0920181685990056,6.696644218721354e-42,4.892163846468158e-18,2.2871458720758737e-05,1.0750799404092643e-13,9.453315593732835e-31,4.040666280506959e-27,8.260354413160779e-11,2.4717474465351855e-22,8.910054413045224e-16,1.018146537625088e-24,3.30289706238485e-13,5.9420802796005e-10,2.881726084692744e-38,3.2780100331498677e-06,9.781481793021223e-25,2.8052228989029713e-18,6.478501966860216e-33,2.2872269736751277e-05,7.833099105225429e-30,2.7819097589072548e-08,9.625849286281259e-09,2.250734371251698e-08,1.1030053449555878e-08,9.076922482288641e-09,6.984585413113354e-09,2.3504727005247994e-09,5.705308446560262e-10,0.0003429726467143855,8.27881948579875e-11,2.1367671739816925e-09,1.1284173111915608e-09,0.00034160365052604644,5.550497132596539e-09,5.03385031591689e-17,2.297766109317965e-16,1.8783446292282232e-06,3.343748863168696e-09,9.97316937941245e-10,1.0596618723066363e-09,6.675280426202534e-11,6.183856034501988e-18,3.516836688116023e-11,1.3616868685720939e-33,3.6050809445484444e-08
2.0665688890032896e-12,0.1496765275186108,0.0,0.0037163642235709293,0.031075107124035176,0.31906182705116914,0.35011711559783065,0.20701220484478333,0.0920181685040454,7.22323643568707e-42,5.020323257238042e-18,2.3069396943200154e-05,1.1085431778455814e-13,1.0023813496882507e-30,4.218634731335428e-27,8.404364963162885e-11,2.555249412461437e-22,9.06526583816977e-16,1.04482549899595e-24,3.3603442741900414e-13,5.993534402716629e-10,3.008673934919871e-38,3.306378897931529e-06,1.0037789625045093e-24,2.878715428453955e-18,6.763870577897231e-33,2.30702167369942e-05,8.108664715837493e-30,2.7929760656904788e-08,9.664886063535262e-09,2.276555888343539e-08,1.110384191254312e-08,9.13718456680344e-09,7.038456699818667e-09,2.3678564921608687e-09,5.801771364878721e-10,0.00034593939592461283,8.492457940765986e-11,2.1714808485397957e-09,1.1469963468397291e-09,0.00034455853217308974,5.5985563257491186e-09,5.1683756982935336e-17,2.381132580245636e-16,1.8946273196460065e-06,3.3651313712359026e-09,9.999039967931947e-10,1.0780718651849461e-09,6.794618603149466e-11,6.3462104320755405e-18,3.6060883062828725e-11,1.4482600341771939e-33,3.6362691358087033e-08
2.0843102827363676e-12,0.1496765275186108,0.0,0.0037163634748586857,0.031075107098922507,0.3190588439344739,0.3501139624290315,0.2070122047315742,0.09201816841054516,7.786278934977635e-42,5.150701065388338e-18,2.3267333236832452e-05,1.1427677197562795e-13,1.0623517789121422e-30,4.402818857807256e-27,8.549626058372491e-11,2.640846198586596e-22,9.22182153447139e-16,1.0719664902350638e-24,3.418286744012709e-13,6.044988524460147e-10,3.140056794623952e-38,3.3347474816230446e-06,1.0298536202026327e-24,2.9534802267864595e-18,7.059207323179555e-33,2.3268161838208546e-05,8.39145024970689e-30,2.8039103393111296e-08,9.70346761407428e-09,2.3024535377249536e-08,1.1177316675272337e-08,9.197183345400723e-09,7.092065554566809e-09,2.385198261589866e-09,5.898894627782256e-10,0.00034890609108260235,8.709606816622566e-11,2.2064163683943825e-09,1.1657121335631352e-09,0.0003475133595532651,5.646615449001114e-09,5.3051632983979597e-17,2.4667169261366373e-16,1.910910257006342e-06,3.3863809923371063e-09,1.0024474184254905e-09,1.0966400377920265e-09,6.91506920209844e-11,6.511385667275411e-18,3.696827833043159e-11,1.5395737173351355e-33,3.6674568251077014e-08
2.1020516764694456e-12,0.1496765275186108,0.0,0.003716362727743379,0.031075107073824,0.3190558608721232,0.3501108093165745,0.2070122046186272,0.09201816831848916,8.387957450978732e-42,5.2833162889406676e-18,2.346526760168202e-05,1.177764728947059e-13,1.1253660921391617e-30,4.5933800358416535e-27,8.696137858986271e-11,2.7285724909577115e-22,9.379721605176919e-16,1.0995734778334484e-24,3.476724471023605e-13,6.096442644831019e-10,3.275989863490482e-38,3.3631157842275136e-06,1.056375962950288e-24,3.0295282037677035e-18,7.36477106463615e-33,2.3466105040412022e-05,8.681581258201145e-30,2.8147141550808075e-08,9.741599250311797e-09,2.328426710915351e-08,1.125047906674416e-08,9.25691996850851e-09,7.145410989552308e-09,2.402498045857754e-09,5.996673308814684e-10,0.00035187273218953766,8.930289047320413e-11,2.24157220095389e-09,1.184564340655786e-09,0.0003504681326679864,5.694674502381981e-09,5.444243973376251e-17,2.554554704214933e-16,1.927193439196847e-06,3.4074981485287343e-09,1.004948015527644e-09,1.1153663807349267e-09,7.036633647619595e-11,6.679406127681126e-18,3.789067347531324e-11,1.635846695773562e-33,3.698644012453834e-08
2.1197930702025237e-12,0.1496765275186108,0.0,0.003716361982209548,0.031075107048739434,0.3190528778641141,0.35010765626045715,0.20701220450594132,0.09201816822786185,9.030568951147784e-42,5.418187945496288e-18,2.3663200037775265e-05,1.2135454456037046e-13,1.1915516491966013e-30,4.7904824142183374e-27,8.843900525369251e-11,2.8184632598504337e-22,9.538966153510397e-16,1.1276504282823764e-24,3.5356574543937846e-13,6.147896763829205e-10,3.4165903225198354e-38,3.3914838057480314e-06,1.0833498013002246e-24,3.1068702690540684e-18,7.680825114252946e-33,2.366404634362236e-05,8.979184393309395e-30,2.825389069533146e-08,9.779286222783133e-09,2.354474805142395e-08,1.1323330410332506e-08,9.316395581531748e-09,7.198492073062625e-09,2.419755879502046e-09,6.095102474273032e-10,0.00035483931924660216,9.154527403333318e-11,2.2769468162065596e-09,1.203552637726952e-09,0.00035342285151866693,5.742733485920734e-09,5.585633411100086e-17,2.64468321104639e-16,1.9434768640973013e-06,3.428483269390725e-09,1.0074065857932326e-09,1.1342508846211767e-09,7.159313364210201e-11,6.850296202146937e-18,3.8828189258778464e-11,1.7373060090623972e-33,3.729830697855498e-08
2.1375344639356017e-12,0.1496765275186108,0.0,0.003716361238241887,0.031075107023668575,0.3190498949104441,0.35010450326067655,0.2070122043935153,0.09201816813864783,9.716526323569784e-42,5.555335052240307e-18,2.3861130545138556e-05,1.250121187294331e-13,1.2610400249166075e-30,4.994292938204079e-27,8.992914218053174e-11,2.910553759830557e-22,9.699555282693097e-16,1.1562013080741741e-24,3.595085693294605e-13,6.19935088145466e-10,3.5619773509596487e-38,3.419851546187693e-06,1.1107789458049095e-24,3.185517332093258e-18,8.007637272047043e-33,2.386198574785727e-05,9.28438740835289e-30,2.8359366205811957e-08,9.816533720654638e-09,2.380597223296562e-08,1.139587202380537e-08,9.375611324871416e-09,7.251307928757295e-09,2.4369717946109794e-09,6.194177183668999e-10,0.00035780585225497936,9.382344491869825e-11,2.3125386868404886e-09,1.2226766946904546e-09,0.0003563775161067204,5.790792399645948e-09,5.729327553396642e-17,2.737141937509076e-16,1.9597605295799064e-06,3.4493367917594127e-09,1.009823912193662e-09,1.1532935400587864e-09,7.283109776294932e-11,7.024080280780225e-18,3.9780946412356224e-11,1.8441872023616995e-33,3.7610168813210853e-08
2.1552758576686797e-12,0.1496765275186108,0.0,0.003716360495825246,0.031075106998611223,0.3190469120111104,0.35010135031722994,0.207012204281348,0.09201816805083195,1.0448363174897302e-41,5.694776625935291e-18,2.4059059123798283e-05,1.2875033488851954e-13,1.3339671072475889e-30,5.2049813633792714e-27,9.14317909773687e-11,3.0048795295754025e-22,9.861489095943475e-16,1.1852300837007258e-24,3.655009186897714e-13,6.250804997707348e-10,3.7122721362291083e-38,3.448219005549592e-06,1.1386672070150957e-24,3.2654803021203155e-18,8.345479848307085e-33,2.4059923253134498e-05,9.597319157619902e-30,2.8463583277511805e-08,9.853346872456863e-09,2.4067933738634435e-08,1.1468105219342913e-08,9.434568333941118e-09,7.303857734025806e-09,2.4541458210611e-09,6.293892491339659e-10,0.00036077233121585274,9.613762754839037e-11,2.348346288636536e-09,1.241936181666332e-09,0.00035933212643356037,5.838851243585753e-09,5.87533717320313e-17,2.83196911130278e-16,1.976044433510089e-06,3.470059159076931e-09,1.0122007635672403e-09,1.1724943376562473e-09,7.408024308225358e-11,7.200782754989246e-18,4.0749065638537077e-11,1.956734577498732e-33,3.792202562858992e-08
2.1730172514017577e-12,0.1496765275186108,0.0,0.003716359754944624,0.031075106973567163,0.3190439291661105,0.35009819743011455,0.20701220416943836,0.0920181679643992,1.1228738695931414e-41,5.836531682917576e-18,2.425698577378085e-05,1.3257034024883725e-13,1.410473201393115e-30,5.422720277540874e-27,9.294695325285526e-11,3.1014763917846027e-22,1.0024767696477155e-15,1.2147407216525409e-24,3.715427934375051e-13,6.302259112587229e-10,3.867597889615804e-38,3.476586183836816e-06,1.167018395478923e-24,3.3467700881551374e-18,8.6946296987972e-33,2.4257858859471737e-05,9.918109596474616e-30,2.856655692464058e-08,9.889730746984725e-09,2.4330626708513736e-08,1.1540031303563034e-08,9.493267739190646e-09,7.356140718423904e-09,2.4712779866730652e-09,6.39424344771611e-10,0.00036373875613040553,9.848804468497752e-11,2.3843681006520263e-09,1.2613307689437707e-09,0.00036228668250060027,5.886910017767852e-09,6.023695839233161e-17,2.9292008995511635e-16,1.9923285737471535e-06,3.4906508211161202e-09,1.014537894922068e-09,1.1918532680225326e-09,7.534058384279654e-11,7.380428017482845e-18,4.173266761138127e-11,2.0752014462694073e-33,3.8233877424776085e-08
2.1907586451348357e-12,0.1496765275186108,0.0,0.0037163590155851727,0.031075106948536192,0.3190409463754416,0.3500950445993278,0.2070122040577852,0.09201816787933476,1.206044283969425e-41,5.980619239103785e-18,2.445491049511264e-05,1.364732897500726e-13,1.4907031438595295e-30,5.647685136386214e-27,9.447463061727697e-11,3.2003804533437315e-22,1.0189391187506963e-15,1.2447371884200064e-24,3.776341934898839e-13,6.35371322609426e-10,4.028079871826824e-38,3.5049530810524507e-06,1.1958363217431194e-24,3.4293975990058047e-18,9.055368282085329e-33,2.4455792566886736e-05,1.0246889782655729e-29,2.866830198290252e-08,9.925690354138807e-09,2.4594045337338272e-08,1.1611651577554588e-08,9.551710666136705e-09,7.408156162913676e-09,2.488368317162697e-09,6.495225099410185e-10,0.0003667051269998209,1.0087491746161932e-10,2.4206026050264425e-09,1.2808601270601691e-09,0.0003652411843092535,5.93496872221952e-09,6.174418935388951e-17,3.0288755027968765e-16,2.0086129481443963e-06,3.5111122342996465e-09,1.01683604726682e-09,1.2113703217671003e-09,7.661213428663007e-11,7.563040462181253e-18,4.273187297664669e-11,2.1998503921416043e-33,3.854572420185331e-08
2.2085000388679137e-12,0.1496765275186108,0.0,0.0037163582777321887,0.03107510692351811,0.3190379636391011,0.3500918918248667,0.2070122039463874,0.09201816779562395,1.2946401693406656e-41,6.12705830999467e-18,2.4652833287820036e-05,1.4046034606045185e-13,1.5748064097031518e-30,5.880054286833562e-27,9.601482468253754e-11,3.301628105378312e-22,1.0355359672242947e-15,1.27522345049411e-24,3.8377511876415826e-13,6.405167338228405e-10,4.1938454097057614e-38,3.533319697199582e-06,1.2251247963536974e-24,3.5133737432705545e-18,9.427981697030032e-33,2.4653724375397206e-05,1.0583791876953369e-29,2.8768833110978827e-08,9.96123064540526e-09,2.4858183874061145e-08,1.1682967336897707e-08,9.609898235381495e-09,7.459903399191793e-09,2.5054168361964116e-09,6.596832489637356e-10,0.0003696714438252822,1.0329846538422026e-10,2.4570482870971535e-09,1.3005239267905065e-09,0.00036819563186093324,5.98302735696761e-09,6.32750333956731e-17,3.131033184532832e-16,2.0248975545493336e-06,3.5314438614379623e-09,1.019095947878039e-09,1.2310454894998855e-09,7.789490865507863e-11,7.748644484199562e-18,4.374680235203178e-11,2.3309535370636873e-33,3.885756595990546e-08
2.2262414326009918e-12,0.1496765275186108,0.0,0.003716357541371121,0.031075106898512714,0.3190349809570864,0.3500887391067287,0.2070122038352439,0.09201816771325236,1.388968292914152e-41,6.2758679106736506e-18,2.4850754151929403e-05,1.4453267957209682e-13,1.6629372171225147e-30,6.120008983213931e-27,9.756753706215571e-11,3.4052560231765205e-22,1.052267325389235e-15,1.3062034743660289e-24,3.8996556917760595e-13,6.456621448989614e-10,4.3650239078533227e-38,3.561686032281294e-06,1.2548876298555579e-24,3.59870942933671e-18,9.812760708823698e-33,2.4851654285020873e-05,1.0928949143268454e-29,2.8868164792120026e-08,9.99635651435734e-09,2.5123036621352405e-08,1.1753979871679959e-08,9.667831562627538e-09,7.511381808622823e-09,2.5224235655496306e-09,6.699060659230009e-10,0.0003726377066079728,1.0575890631802888e-10,2.4937036357051313e-09,1.3203218390777453e-09,0.00037115002515705265,6.03108592203855e-09,6.48295142960444e-17,3.235713869667375e-16,2.0411823908042136e-06,3.55164617116905e-09,1.0213183108035512e-09,1.2508787618313053e-09,7.918892118873792e-11,7.937264479878042e-18,4.477757632765691e-11,2.468792812395628e-33,3.9169402699016475e-08
2.2439828263340698e-12,0.1496765275186108,0.0,0.003716356806487565,0.031075106873519803,0.31903199832939483,0.35008558644491106,0.20701220372435356,0.09201816763220562,1.4893501458185647e-41,6.4270670558009e-18,2.5048673087467142e-05,1.4869146839364998e-13,1.7552546366004067e-30,6.3677334043078586e-27,9.91327693712654e-11,3.511301166036441e-22,1.069133203565959e-15,1.337681226525741e-24,3.9620554464753265e-13,6.508075558377851e-10,4.5417468608497713e-38,3.590052086300665e-06,1.2851286327911556e-24,3.685415565376962e-18,1.0210000776389917e-32,2.504958229577548e-05,1.1282495948399255e-29,2.896631133665436e-08,1.0031072797449371e-08,2.5388597934914704e-08,1.1824690466517428e-08,9.725511758697034e-09,7.562590820651677e-09,2.5393885253065037e-09,6.801904648082758e-10,0.0003756039153490758,1.0825645647487548e-10,2.530567143487156e-09,1.3402535349618723e-09,0.0003741043641990251,6.079144417458359e-09,6.640792134804743e-17,3.342955039315514e-16,2.0574674547467443e-06,3.571719637491717e-09,1.0235038373090057e-09,1.2708701293722588e-09,8.049418612747043e-11,8.128924846814437e-18,4.582431546673382e-11,2.613660237427102e-33,3.9481234419270234e-08
2.2617242200671478e-12,0.1496765275186108,0.0,0.0037163560730672546,0.031075106848539195,0.3190290157560239,0.3500824338394109,0.2070122036137152,0.09201816755246965,1.596122523727127e-41,6.580674759616491e-18,2.5246590094459643e-05,1.5293789835127675e-13,1.851922708829214e-30,6.623414684405278e-27,1.0071052322659338e-10,3.619800777346329e-22,1.0861336120746276e-15,1.369660673462561e-24,4.024950450912703e-13,6.559529666393074e-10,4.724147875503099e-38,3.618417859260771e-06,1.3158516157010134e-24,3.773503059350821e-18,1.0620002102292332e-32,2.5247508407678733e-05,1.1644567762946264e-29,2.906328688450156e-08,1.0065384274839117e-08,2.5654862222888918e-08,1.1895100400584895e-08,9.782939929559744e-09,7.61352991186002e-09,2.556311733868725e-09,6.905359495551717e-10,0.0003785700700497741,1.1079133043093059e-10,2.5676373067922526e-09,1.3603186856236422e-09,0.0003770586489882636,6.1272028432526375e-09,6.80105441503645e-17,3.452794379896409e-16,2.0737527442103454e-06,3.5916647399080626e-09,1.0256532158459535e-09,1.2910195827341276e-09,8.181071771040713e-11,8.323649983807052e-18,4.688714030581508e-11,2.765858201356185e-33,3.979306112075066e-08
2.279465613800226e-12,0.1496765275186108,0.0,0.0037163553410960717,0.0310751068235707,0.31902603323697093,0.35007928129022564,0.2070122035033278,0.09201816747403048,1.7096381230775225e-41,6.7367100359458025e-18,2.5444505172933273e-05,1.5727316299109328e-13,1.9531105627633317e-30,6.887242943887777e-27,1.0230080024643554e-10,3.7307923847034096e-22,1.1032685612351212e-15,1.4021457816661787e-24,4.0883407042617737e-13,6.610983773035242e-10,4.912362692758082e-38,3.646783351164687e-06,1.3470603891247193e-24,3.862982819007375e-18,1.1043069681879244e-32,2.5445432620748352e-05,1.2015301162355781e-29,2.9159105407173847e-08,1.0099295671046386e-08,2.59218239453637e-08,1.1965210947643331e-08,9.840117176358283e-09,7.664198605315508e-09,2.5731932079407714e-09,7.009420240609933e-10,0.0003815361707112508,1.1336374114423144e-10,2.6049126256026928e-09,1.38051696242942e-09,0.00038001287952618137,6.175261199446584e-09,6.963744241338975e-17,3.5652720816368506e-16,2.090038257024274e-06,3.611481963520042e-09,1.0277671220464393e-09,1.3113271125287745e-09,8.313853017595088e-11,8.521464290797994e-18,4.7966171354935953e-11,2.925699751467939e-33,4.010488280354162e-08
