Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),HNOH(93),H2NX(201),H3NX(202),HNO2(94)
6.007863483479793e-11,0.10054149576763871,0.0,0.002494610508127197,0.031075097096017867,0.31940903101433077,0.3504776992366772,0.20701204507198354,0.09201816709381165,0.0,5.175411948961601e-19,6.802476717287656e-06,3.503199985813095e-16,0.0,8.466904289494715e-29,5.244587930921474e-10,2.556183271622953e-22,5.0376944335619914e-18,1.58241372445343e-28,2.9866442085757455e-13,3.9707596952292986e-13,2.2797029486722804e-45,2.306223901438179e-09,2.126998855511507e-30,5.335702861791751e-21,1.9786489324367616e-36,6.798424511868424e-06,4.162528631885174e-34,3.818632185241263e-08,1.235721435672224e-07,7.710972866380295e-07,1.6178378231038693e-07,4.180350326387041e-08,1.4488676027461673e-07,1.1051006462623235e-08,6.068316096461384e-08,1.3247664564996698e-07,5.965280442826554e-08,9.146158302531244e-08,1.605223056519137e-07,1.2615653869529255e-07,1.3330099575490874e-07,2.1276245866944784e-14,3.0155916557384934e-12,1.4469000866203864e-08,1.8695235161743703e-08,1.8131857045780153e-08,2.4858234306624656e-09
6.039518390093537e-11,0.10054149576763871,0.0,0.0024946006930434026,0.031075097298813387,0.3194090277746392,0.35047766239373607,0.2070120443684497,0.09201816720957388,0.0,5.263704797150941e-19,6.838304861291652e-06,3.558857977010874e-16,0.0,8.733299652039941e-29,5.34416428676101e-10,2.6104670981108863e-22,5.090920468578275e-18,1.6075583788596907e-28,3.018191235699527e-13,3.99168100595706e-13,2.3403964435796798e-45,2.3183725265809433e-09,2.1607968179084203e-30,5.4464938402154226e-21,2.0409062067632542e-36,6.8342098496336986e-06,4.250944702442658e-34,3.818666597831678e-08,1.2369831523935976e-07,7.762992698220392e-07,1.6210763348893153e-07,4.1805229948153533e-08,1.45236952347411e-07,1.108476089351834e-08,6.113231220892536e-08,1.3319722805199507e-07,6.043499073353916e-08,9.199129800752228e-08,1.61896361264261e-07,1.26821223780382e-07,1.340027345614206e-07,2.1597575678183198e-14,3.0783693346652508e-12,1.4607747808012544e-08,1.8601379273204003e-08,1.816586332977336e-08,2.512084292673035e-09
6.071173296707281e-11,0.10054149576763871,0.0,0.00249459087336864,0.031075097502768573,0.31940902453549885,0.3504776255536783,0.20701204366498724,0.09201816732611787,0.0,5.353063402632795e-19,6.87413286373963e-06,3.6151023010693797e-16,0.0,9.006640500277453e-29,5.445084421611213e-10,2.6656108014272335e-22,5.144426207541917e-18,1.6329679973116887e-28,3.049903899533948e-13,4.0126023138139003e-13,2.4023757993135313e-45,2.33052112553778e-09,2.1949509255360976e-30,5.5590000119509676e-21,2.1047867655198996e-36,6.869994821095139e-06,4.340761791066682e-34,3.818700897222141e-08,1.2382345221385738e-07,7.815073856092072e-07,1.6242860515006803e-07,4.180689164170053e-08,1.4558321148928722e-07,1.1118332328404902e-08,6.158092458856838e-08,1.3391804704229657e-07,6.122219895631055e-08,9.25191661391451e-08,1.6327442919958325e-07,1.2748590862849198e-07,1.347044660011019e-07,2.1921875234399684e-14,3.1420948177277027e-12,1.4746966238741067e-08,1.8508013002425393e-08,1.8199292516567593e-08,2.5384831049766505e-09
6.102828203321025e-11,0.10054149576763871,0.0,0.0024945810491245352,0.031075097707862594,0.3194090212969033,0.3504775887164783,0.20701204296159395,0.09201816744344456,0.0,5.443495529782716e-19,6.909960724632431e-06,3.671936028410782e-16,0.0,9.287070879463788e-29,5.547358934904314e-10,2.721623410292885e-22,5.198211650427271e-18,1.6586439685098915e-28,3.0817821983379536e-13,4.033523618799809e-13,2.465661340160976e-45,2.3426696983259366e-09,2.229463044925329e-30,5.673238968772037e-21,2.1703242781343432e-36,6.9057794262560866e-06,4.4319946177906266e-34,3.818735081716651e-08,1.239475747455109e-07,7.867215799160694e-07,1.6274672283057702e-07,4.180849057486492e-08,1.4592556796273534e-07,1.1151721397382314e-08,6.202898012220512e-08,1.346391026198902e-07,6.201441679131156e-08,9.304518147290783e-08,1.6465648404975426e-07,1.281505932396278e-07,1.3540619005689085e-07,2.2249153398649622e-14,3.2067768952593508e-12,1.4886653787204851e-08,1.841514370146765e-08,1.8232152466246867e-08,2.565019867026395e-09
6.13448310993477e-11,0.10054149576763871,0.0,0.0024945712203332305,0.03107509791407498,0.3194090180588465,0.3504775518821109,0.2070120422582677,0.09201816756155481,0.0,5.535008962463128e-19,6.945788443970889e-06,3.7293622294295254e-16,0.0,9.574737062339245e-29,5.650998443640938e-10,2.7785140004916963e-22,5.252276797208697e-18,1.684587681154195e-28,3.113826130366456e-13,4.054444920914783e-13,2.530273603448782e-45,2.3548182449625067e-09,2.2643350426055594e-30,5.7892283919295476e-21,2.2375529347834833e-36,6.941563665119886e-06,4.524657979517042e-34,3.818769149660051e-08,1.2407070267987918e-07,7.919417988613241e-07,1.6306201184075476e-07,4.1810028901380934e-08,1.4626405197691972e-07,1.1184928739915348e-08,6.247646108536492e-08,1.353603947837916e-07,6.281163180840656e-08,9.356933833421769e-08,1.6604250047559088e-07,1.2881527761379462e-07,1.3610790671170738e-07,2.2579418971413045e-14,3.272424384737349e-12,1.502680810049705e-08,1.832277826402646e-08,1.8264451055910758e-08,2.5916945782753523e-09
6.166138016548514e-11,0.10054149576763871,0.0,0.0024945613870173823,0.03107509812138563,0.31940901482132233,0.35047751505055086,0.2070120415550064,0.09201816768044956,0.0,5.6276115038949e-19,6.9816160217558395e-06,3.7873839744923213e-16,0.0,9.869787571944596e-29,5.756013582105733e-10,2.836291694868983e-22,5.306621647860557e-18,1.7108005239439275e-28,3.1460356938703346e-13,4.0753662201588113e-13,2.596233340653997e-45,2.3669667654644285e-09,2.2995687851048928e-30,5.9069860521479175e-21,2.306507451729598e-36,6.977347537689877e-06,4.618766750016612e-34,3.8188030994376155e-08,1.2419285546109206e-07,7.971679887660697e-07,1.633744972664224e-07,4.1811508700996294e-08,1.4659869368303517e-07,1.1217955004515732e-08,6.2923350008777e-08,1.360819235330136e-07,6.361383145530751e-08,9.409163131435718e-08,1.6743245320814105e-07,1.2947996175099763e-07,1.3680961594845326e-07,2.291268069055001e-14,3.3390461306061295e-12,1.516742684395489e-08,1.8230923138972055e-08,1.8296196174013823e-08,2.618507238176611e-09
6.197792923162258e-11,0.10054149576763871,0.0,0.0024945515492001474,0.03107509832977477,0.31940901158432483,0.3504774782217734,0.20701204085180802,0.09201816780012967,0.0,5.721310976528476e-19,7.017443457988114e-06,3.846004333938163e-16,0.0,1.017237320455355e-28,5.862415001583741e-10,2.8949656633300246e-22,5.361246202357219e-18,1.7372838855778443e-28,3.1784108870964306e-13,4.0962875165318874e-13,2.6635615185145903e-45,2.3791152598484906e-09,2.3351661389500904e-30,6.026529809621279e-21,2.3772230766835798e-36,7.0131310439694045e-06,4.714335879927148e-34,3.818836929474634e-08,1.2431405213951727e-07,8.024000961541383e-07,1.636842039709178e-07,4.181293198201465e-08,1.4692952316980564e-07,1.1250800848430438e-08,6.336962967668764e-08,1.3680368886656615e-07,6.44210030602464e-08,9.461205526384235e-08,1.6882631704993068e-07,1.3014464565124183e-07,1.3751131775001287e-07,2.3248947231259095e-14,3.406651004100856e-12,1.5308507701123257e-08,1.8139584343685142e-08,1.832739571489141e-08,2.645457846183259e-09
6.229447829776002e-11,0.10054149576763871,0.0,0.002494541706905167,0.031075098539222995,0.3194090083478483,0.3504774413957538,0.2070120401486707,0.09201816792059603,0.0,5.816115221914514e-19,7.05327075266854e-06,3.9052263780783266e-16,0.0,1.0482647052721005e-28,5.970213370077581e-10,2.954545122838553e-22,5.416150460673057e-18,1.7640391547541334e-28,3.2109517082875396e-13,4.1172088100340035e-13,2.7322793201401e-45,2.3912637281313255e-09,2.371128970666573e-30,6.147877614009688e-21,2.4497355941952678e-36,7.04891418396181e-06,4.811380396752532e-34,3.818870638235997e-08,1.2443431137928916e-07,8.076380677525194e-07,1.6399115659706843e-07,4.1814300683750495e-08,1.47256570459122e-07,1.1283466937336538e-08,6.381528312516295e-08,1.3752569078345624e-07,6.523313383460592e-08,9.51306052859411e-08,1.7022406687617205e-07,1.308093293145323e-07,1.382130120992538e-07,2.358822720603926e-14,3.4752479030706808e-12,1.545004837371557e-08,1.8048767477185553e-08,1.835805757347103e-08,2.6725464017483864e-09
6.261102736389747e-11,0.10054149576763871,0.0,0.0024945318601565605,0.031075098749711247,0.31940900511188686,0.35047740457246784,0.2070120394455925,0.0920181680418495,0.0,5.912032100574075e-19,7.089097905797946e-06,3.9650531771963767e-16,0.0,1.0800764528446986e-28,6.079419372025466e-10,3.015039337415254e-22,5.471334422782447e-18,1.7910677201704106e-28,3.2436581556824136e-13,4.138130100665151e-13,2.8024081461222767e-45,2.4034121703294185e-09,2.407459146778421e-30,6.271047504435334e-21,2.5240813310708807e-36,7.084696957670436e-06,4.9099154048617025e-34,3.8189042242257655e-08,1.2455365146570088e-07,8.128818504918645e-07,1.6429537956914815e-07,4.1815616678899923e-08,1.475798655018169e-07,1.1315953945042516e-08,6.426029364037773e-08,1.3824792928268818e-07,6.605021087550925e-08,9.564727673034927e-08,1.71625677635934e-07,1.3147401274087404e-07,1.3891469897902716e-07,2.393052916465534e-14,3.5448457518018435e-12,1.559204658157211e-08,1.795847773304935e-08,1.8388189640168185e-08,2.699772904325083e-09
6.292757643003491e-11,0.10054149576763871,0.0,0.002494522008978914,0.03107509896122082,0.31940900187643495,0.3504773677518911,0.20701203874257168,0.09201816816389091,0.0,6.009069491868429e-19,7.124924917377155e-06,4.025487801548172e-16,0.0,1.1126883386456395e-28,6.190043708020086e-10,3.0764576181362557e-22,5.526798088659774e-18,1.8183709705237232e-28,3.276530227515751e-13,4.159051388425322e-13,2.873969615645723e-45,2.4155605864591e-09,2.4441585338083736e-30,6.396057609478738e-21,2.6002971618175543e-36,7.1204793650986246e-06,5.009956085487612e-34,3.8189376859867647e-08,1.2467209031246392e-07,8.181313915070635e-07,1.6459689709481583e-07,4.1816881775829745e-08,1.4789943817357253e-07,1.1348262553195894e-08,6.470464475689119e-08,1.3897040436326344e-07,6.687222116836926e-08,9.616206518702214e-08,1.730311243532736e-07,1.3213869593027185e-07,1.3961637837216824e-07,2.4275861594107135e-14,3.615453500840605e-12,1.573450006261576e-08,1.786871991211062e-08,1.841779979596566e-08,2.7271373533664437e-09
6.324412549617235e-11,0.10054149576763871,0.0,0.0024945121533972658,0.03107509917373334,0.3194089986414872,0.35047733093399963,0.20701203803960644,0.09201816828672112,0.0,6.107235293868431e-19,7.1607517874069864e-06,4.0865333213618665e-16,0.0,1.1461163747594427e-28,6.302097094528444e-10,3.1388093231316183e-22,5.582541458279423e-18,1.845950294510547e-28,3.309567922018199e-13,4.1799726733145066e-13,2.9469855675985336e-45,2.4277089765365535e-09,2.4812289982778297e-30,6.522926147174961e-21,2.6784205141149684e-36,7.156261406249718e-06,5.111517696726176e-34,3.818971022100142e-08,1.2478964546883533e-07,8.233866381378877e-07,1.648957331670368e-07,4.1818097720788026e-08,1.4821531827095874e-07,1.1380393450997074e-08,6.514832025591067e-08,1.3969311602418057e-07,6.769915158939829e-08,9.667496648015867e-08,1.744403821283319e-07,1.3280337888273067e-07,1.4031805026149712e-07,2.4624232918602478e-14,3.687080126816032e-12,1.5877406572805413e-08,1.7779498434944602e-08,1.8446895907674573e-08,2.754639748325562e-09
6.356067456230979e-11,0.10054149576763871,0.0,0.0024945022934370993,0.03107509938723077,0.31940899540703804,0.3504772941187697,0.20701203733669518,0.09201816841034093,0.0,6.206537423223536e-19,7.196578515888262e-06,4.148192806837917e-16,0.0,1.1803768122337752e-28,6.415590263612609e-10,3.2021038575838266e-22,5.638564531615787e-18,1.8738070808267889e-28,3.342771237416344e-13,4.200893955332697e-13,3.0214780616829435e-45,2.439857340577809e-09,2.5186724067068516e-30,6.6516714250097866e-21,2.758489374314078e-36,7.19204308112706e-06,5.214615573535244e-34,3.819004231184957e-08,1.2490633412661667e-07,8.286475379296897e-07,1.6519191156598764e-07,4.181926620003867e-08,1.4852753550759934e-07,1.1412347334919282e-08,6.5591304163544e-08,1.4041606426443556e-07,6.853098890807881e-08,9.718597666233598e-08,1.7585342613839305e-07,1.3346806159825527e-07,1.4101971462981902e-07,2.497565149953437e-14,3.759734632262652e-12,1.6020763886086925e-08,1.7690817354129143e-08,1.8475485823375745e-08,2.782280088655533e-09
6.387722362844724e-11,0.10054149576763871,0.0,0.002494492429124327,0.0310750996016954,0.3194089921730824,0.3504772573061778,0.20701203663383627,0.0920181685347512,0.0,6.306983815030453e-19,7.232405102821798e-06,4.210469328149091e-16,0.0,1.21548614344214e-28,6.530533962651499e-10,3.2663506737262727e-22,5.69486730864326e-18,1.9019427181677844e-28,3.376140171932713e-13,4.221815234479885e-13,3.0974693795259505e-45,2.45200567859875e-09,2.55649062561416e-30,6.78231183991591e-21,2.8405422929629337e-36,7.227824389733991e-06,5.3192651277335455e-34,3.8190373118977473e-08,1.2502217312702563e-07,8.33914038634156e-07,1.6548545586094354e-07,4.1820388841922716e-08,1.4883611951046258e-07,1.1444124908434496e-08,6.603358074904055e-08,1.411392490830214e-07,6.9367719789596e-08,9.769509200879136e-08,1.772702316389084e-07,1.3413274407685037e-07,1.417213714599248e-07,2.533012563546238e-14,3.833426045442964e-12,1.6164569794341858e-08,1.7602680366282103e-08,1.8503577368039484e-08,2.8100583738094555e-09
6.419377269458468e-11,0.10054149576763871,0.0,0.0024944825604852846,0.03107509981710988,0.3194089889396149,0.35047722049620034,0.2070120359310281,0.0920181686599527,0.0,6.408582422701479e-19,7.268231548208407e-06,4.273365955440462e-16,0.0,1.2514611044581348e-28,6.64693895406367e-10,3.331559270841741e-22,5.751449789336248e-18,1.9303585952283002e-28,3.4096747237857676e-13,4.242736510756059e-13,3.1749820257899654e-45,2.46415399061511e-09,2.5946855215171394e-30,6.914865878269126e-21,2.9246183903595992e-36,7.26360533207386e-06,5.425481847999645e-34,3.819070262932097e-08,1.2513717896744368e-07,8.391860882101038e-07,1.6577638941214958e-07,4.1821467218848565e-08,1.4914109981627402e-07,1.1475726881745236e-08,6.647513452302289e-08,1.4186267047892865e-07,7.020933079723257e-08,9.820230901184919e-08,1.7869077396448568e-07,1.3479742631852067e-07,1.4242302073459165e-07,2.5687663562098323e-14,3.908163420169867e-12,1.6308822107333967e-08,1.751509082387239e-08,1.8531178339321822e-08,2.837974603240428e-09
6.451032176072212e-11,0.10054149576763871,0.0,0.002494472687546715,0.03107510003345716,0.31940898570663034,0.35047718368881436,0.20701203522826914,0.0920181687859462,0.0,6.511341217832503e-19,7.3040578520489035e-06,4.336885758829422e-16,0.0,1.28831867744128e-28,6.764816015031202e-10,3.397739195260895e-22,5.808311973669153e-18,1.9590561007025315e-28,3.4433748911899015e-13,4.2636577841612124e-13,3.2540387292834425e-45,2.4763022766424744e-09,2.633258960931836e-30,7.049352115884515e-21,3.0107573621321564e-36,7.299385908150003e-06,5.53328129987088e-34,3.8191030830182124e-08,1.2525136780804065e-07,8.444636348243161e-07,1.660647353726748e-07,4.18225028492142e-08,1.4944250586804842e-07,1.1507153971522138e-08,6.691595023570879e-08,1.4258632845114492e-07,7.105580839472674e-08,9.870762437549031e-08,1.8011502852984467e-07,1.354621083232708e-07,1.4312466243658346e-07,2.604827345229648e-14,3.983955835628952e-12,1.6453518652653614e-08,1.7428051746803008e-08,1.8558296503535026e-08,2.866028776401549e-09
6.482687082685956e-11,0.10054149576763871,0.0,0.0024944628103357605,0.031075100250720526,0.3194089824741241,0.3504771468839969,0.207012034525558,0.09201816891273253,0.0,6.615268190070712e-19,7.339884014344096e-06,4.4010318084056833e-16,0.0,1.3260760930344214e-28,6.88417593722465e-10,3.4649000403607537e-22,5.865453861616387e-18,1.988036623284105e-28,3.4772406723554386e-13,4.284579054695335e-13,3.3346624440715114e-45,2.4884505366962828e-09,2.6722128103729583e-30,7.1857892180126e-21,3.098999484845806e-36,7.335166117965769e-06,5.642679125742318e-34,3.8191357709224954e-08,1.2536475547827964e-07,8.497466268524089e-07,1.663505166902498e-07,4.182349719926296e-08,1.4974036701173826e-07,1.1538406900647156e-08,6.73560128751245e-08,1.4331022299865533e-07,7.190713894859394e-08,9.921103501006068e-08,1.815429708307392e-07,1.361267900911053e-07,1.438262965486513e-07,2.641196341604843e-14,4.06081239620074e-12,1.6598657275660072e-08,1.73415658337645e-08,1.8584939591790154e-08,2.894220892745922e-09
6.5143419892997e-11,0.10054149576763871,0.0,0.0024944529288799516,0.031075100468883586,0.3194089792420909,0.3504771100817251,0.20701203382289318,0.09201816904031242,0.0,6.720371346982059e-19,7.375710035094789e-06,4.465807174231281e-16,0.0,1.3647508327726929e-28,7.005029526529154e-10,3.533051446563172e-22,5.922875453152367e-18,2.0173015516660758e-28,3.511272065488628e-13,4.305500322358416e-13,3.416876350586612e-45,2.500598770791825e-09,2.7115489363538794e-30,7.324195939335542e-21,3.189385621637054e-36,7.370945961524501e-06,5.75369104486569e-34,3.819168325447105e-08,1.2547735748330348e-07,8.550350128797281e-07,1.6663375610908892e-07,4.182445168487584e-08,1.5003471249299652e-07,1.1569486397962332e-08,6.779530766531037e-08,1.4403435412044225e-07,7.27633087304129e-08,9.971253802711704e-08,1.8297457644484723e-07,1.3679147162202871e-07,1.4452792305353377e-07,2.6778741500482527e-14,4.1387422312828195e-12,1.674423583942183e-08,1.725563547335799e-08,1.86111152963091e-08,2.9225509517266497e-09
6.545996895913445e-11,0.10054149576763871,0.0,0.002494443043207192,0.031075100687930242,0.31940897601052615,0.35047707328197647,0.20701203312027341,0.09201816916868663,0.0,6.826658713918434e-19,7.41153591430179e-06,4.531214926340579e-16,0.0,1.404360631504056e-28,7.127387602771689e-10,3.602203101333321e-22,5.980576748251511e-18,2.046852274540929e-28,3.5454690687916413e-13,4.326421587150448e-13,3.5007038567391225e-45,2.5127469789442485e-09,2.751269205386634e-30,7.464591123963275e-21,3.2819572278749866e-36,7.406725438829542e-06,5.866332853348331e-34,3.8192007454295336e-08,1.2558918901020487e-07,8.603287417022637e-07,1.6691447617169484e-07,4.182536767330207e-08,1.503255714540505e-07,1.1600393198024024e-08,6.823382006451862e-08,1.4475872181548547e-07,7.362430391907679e-08,1.0021213073440691e-07,1.8440982103262854e-07,1.3745615291604552e-07,1.4522954193395794e-07,2.7148615689868325e-14,4.217754495111945e-12,1.6890252224655053e-08,1.7170262754986755e-08,1.8636831266903638e-08,2.9510189527968375e-09
6.577651802527189e-11,0.10054149576763871,0.0,0.0024944331533457544,0.031075100907844738,0.319408972779425,0.3504770364847288,0.20701203241769736,0.09201816929785596,0.0,6.934138333884625e-19,7.447361651965901e-06,4.597258134740274e-16,0.0,1.444923479821398e-28,7.251260999449541e-10,3.672364739178156e-22,6.038557746888247e-18,2.0766901806005806e-28,3.579831680462574e-13,4.34734284907142e-13,3.5861685990279954e-45,2.52489516116855e-09,2.791375483981924e-30,7.606993705429701e-21,3.376756356849628e-36,7.442504549884239e-06,5.980620424152113e-34,3.819233029742173e-08,1.2570026493418252e-07,8.656277623275839e-07,1.6719269922064856e-07,4.1826246484830203e-08,1.5061297293068487e-07,1.1631128040862452e-08,6.867153576340492e-08,1.4548332608276208e-07,7.449011060300977e-08,1.0070981063097969e-07,1.8584868033815156e-07,1.3812083397316012e-07,1.459311531726392e-07,2.752159390562583e-14,4.297858366586077e-12,1.703670432966008e-08,1.7085449479516176e-08,1.8662095107618807e-08,2.97962489540959e-09
6.609306709140933e-11,0.10054149576763871,0.0,0.0024944232593242625,0.03107510112861162,0.31940896954878295,0.3504769996899598,0.20701203171516377,0.0920181694278211,0.0,7.042818267405064e-19,7.483187248087923e-06,4.663939869409401e-16,0.0,1.4864576265062035e-28,7.376660563459954e-10,3.7435461416448994e-22,6.096818449037002e-18,2.1068166585363747e-28,3.6143598986954366e-13,4.368264108121321e-13,3.673294443651381e-45,2.5370433174795857e-09,2.831869638649113e-30,7.751422706688815e-21,3.473825665487391e-36,7.478283294691935e-06,6.0965697070923815e-34,3.8192651772918876e-08,1.2581059982458572e-07,8.709320239757805e-07,1.6746844740038256e-07,4.182708939440191e-08,1.5089694584933118e-07,1.1661691671746513e-08,6.910844068321347e-08,1.4620816692124664e-07,7.536071478235014e-08,1.0120557540242678e-07,1.872911301898898e-07,1.3878551479337684e-07,1.4663275675228207e-07,2.7897684006339634e-14,4.379063049086391e-12,1.71835900702562e-08,1.7001197169701725e-08,1.868691437353769e-08,3.0083687790180154e-09
6.640961615754678e-11,0.10054149576763871,0.0,0.0024944133611716855,0.03107510135021571,0.31940896631859533,0.3504769628976475,0.20701203101267135,0.09201816955858275,0.0,7.152706592390358e-19,7.519012702668654e-06,4.73126320029933e-16,0.0,1.5289815809837882e-28,7.503597154831078e-10,3.815757137319503e-22,6.15535885467221e-18,2.1372330970390878e-28,3.649053721680154e-13,4.389185364300142e-13,3.7621054876172514e-45,2.549191447892066e-09,2.8727535358962344e-30,7.897897240110888e-21,3.573208420093601e-36,7.51406167325598e-06,6.214196728836877e-34,3.8192971870195795e-08,1.2592020795084773e-07,8.7624147608042e-07,1.6774174265893857e-07,4.182789763317017e-08,1.511775190242612e-07,1.1692084840953732e-08,6.954452097395661e-08,1.4693324432991125e-07,7.623610237110011e-08,1.0169942291624745e-07,1.8873714650148824e-07,1.3945019537670005e-07,1.4733435265558065e-07,2.8276893787778324e-14,4.461377770299271e-12,1.7330907379714714e-08,1.691750708038528e-08,1.8711296567744893e-08,3.037250603075223e-09
6.672616522368422e-11,0.10054149576763871,0.0,0.002494403458917326,0.031075101572642164,0.3194089630888577,0.3504769261077703,0.207012030310219,0.09201816969014166,0.0,7.26381140400367e-19,7.554838015708886e-06,4.799231197333778e-16,0.0,1.572514115790097e-28,7.632081646454142e-10,3.8890076018251265e-22,6.214178963768312e-18,2.167940884798923e-28,3.683913147602568e-13,4.410106617607873e-13,3.852626059854036e-45,2.5613395524205567e-09,2.914029042229982e-30,8.046436507478591e-21,3.674948502122106e-36,7.549839685579717e-06,6.333517592904671e-34,3.819329057899762e-08,1.2602910328831172e-07,8.81556068289499e-07,1.6801260674970972e-07,4.1828672390004024e-08,1.5145472115488222e-07,1.1722308303545273e-08,6.997976301258971e-08,1.4765855830772535e-07,7.711625919924294e-08,1.0219135121733813e-07,1.9018670527250032e-07,1.4011487572313397e-07,1.4803594086521905e-07,2.8659230982918795e-14,4.544811782038311e-12,1.7478654208690263e-08,1.68343802084601e-08,1.873524913844548e-08,3.0662703670343215e-09
