Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2NO3(231),CH3OX(210),CH2OX(659),CHOX(675),HNOH(93),H2NX(201)
2.985598947704278e-10,0.045450764422602166,0.0,0.0011232746008323676,0.031075309103398417,0.31940760077735497,0.3504836744767723,0.2070110187137515,0.09201811481121394,0.0,1.6733867256138526e-32,2.1890911003829013e-14,1.1579252739192614e-39,0.0,4.199016264056576e-54,2.4061519216145894e-11,4.189213369539403e-42,1.930397110243383e-37,1.226602517172398e-63,3.0896566571853675e-23,1.5095672132177609e-31,7.116873778579786e-102,2.8475855788018303e-25,1.0275369016324138e-69,7.608309846616576e-39,6.0116381463620714e-71,2.17462311721774e-14,2.9511943298545856e-65,1.6402681078010775e-07,1.406572169644672e-06,7.581309963667214e-07,1.1176627460649955e-06,7.579245544802415e-07,4.439792904816957e-07,6.549511761973431e-10,2.9162437076571933e-09,1.974170915282176e-17,2.8796046082896907e-10,2.7080141708233783e-09,1.4367902688697536e-07,1.1539760713912058e-24,4.435419067569376e-07,3.0376869995764108e-18,1.805022290282066e-15,1.8206982755528813e-16,2.579510805621672e-08
2.998642585339554e-10,0.045450764422602166,0.0,0.0011232535494023828,0.031075310205911522,0.3194075917150808,0.3504836696077777,0.20701101412419656,0.09201811520846574,0.0,1.6951299735322227e-32,2.1986548984288276e-14,1.1758361296419919e-39,0.0,4.310157541753003e-54,2.4348778253907584e-11,4.2627593517367354e-42,1.9473011304765337e-37,1.2427493533932536e-63,3.116671276569027e-23,1.516162260967208e-31,7.273700631991035e-102,2.8677534596254024e-25,1.041063260580931e-69,7.74185581622087e-39,6.170756582606063e-71,2.184060504597627e-14,3.0030744716924804e-65,1.6402417063482782e-07,1.4126987521893902e-06,7.611583663413995e-07,1.1225317405562093e-06,7.605848831901327e-07,4.4588667329463176e-07,6.549956819774661e-10,2.9415512462007235e-09,1.991420662888221e-17,2.9160744916156555e-10,2.730220105065411e-09,1.442873720541416e-07,1.1590176975365422e-24,4.45471132912235e-07,3.086486127678387e-18,1.8417941793204207e-15,1.8365891815600007e-16,2.5669743326836323e-08
3.0116862229748294e-10,0.045450764422602166,0.0,0.0011232325014363376,0.031075311307118707,0.3194075826530601,0.35048366473890175,0.2070110095396129,0.09201811560600782,0.0,1.7170573111202409e-32,2.2082186963418936e-14,1.1939491014190916e-39,0.0,4.423738324868852e-54,2.46383317440547e-11,4.3372682494388754e-42,1.9642788401065538e-37,1.259037274394711e-63,3.143803141324764e-23,1.5227573084968287e-31,7.433280037553065e-102,2.887988187273702e-25,1.0547078075391066e-69,7.877149699010495e-39,6.3333676014678626e-71,2.19349734446582e-14,3.0556353713981413e-65,1.6402153459339543e-07,1.4188251787057435e-06,7.641865258340829e-07,1.1274006164463348e-06,7.632403130277064e-07,4.477937770317702e-07,6.550405815627665e-10,2.9669661383265296e-09,2.00874511651252e-17,2.9528404410980525e-10,2.752506700826973e-09,1.448954966578255e-07,1.1640593246513919e-24,4.4740028671818846e-07,3.135858192870105e-18,1.879155483310582e-15,1.8525486771570116e-16,2.5545648510296944e-08
3.024729860610105e-10,0.045450764422602166,0.0,0.001123211456962164,0.031075312407037616,0.3194075735912929,0.3504836598701444,0.2070110049599915,0.09201811600384077,0.0,1.7391694471355052e-32,2.2177824941221018e-14,1.2122656615434768e-39,0.0,4.53980122703694e-54,2.4930189408239983e-11,4.4127484040909506e-42,1.981330239126821e-37,1.275466893866808e-63,3.171052247055995e-23,1.529352355806781e-31,7.595648070889937e-102,2.90828978253267e-25,1.0684710565999233e-69,8.014206626800058e-39,6.499532211840713e-71,2.2029336368541898e-14,3.1088829524288893e-65,1.6401890266090058e-07,1.4249514492410896e-06,7.672154561560838e-07,1.132269373751133e-06,7.658908528872141e-07,4.4970060170462804e-07,6.550858748737107e-10,2.9924883586144266e-09,2.0261442719091582e-17,2.9899034885100656e-10,2.7748738508504984e-09,1.4550340015378285e-07,1.1691009527397732e-24,4.4932936818814094e-07,3.185807439560951e-18,1.9171131064626206e-15,1.868576756439322e-16,2.5422805949361237e-08
3.037773498245381e-10,0.045450764422602166,0.0,0.0011231904160073788,0.031075313505685685,0.3194075645297791,0.3504836550015055,0.20701100038532355,0.09201811640196511,0.0,1.7614670893243652e-32,2.2273462917694558e-14,1.230787287558756e-39,0.0,4.6583894168053087e-54,2.5224360960952278e-11,4.489208192649898e-42,1.998455327530714e-37,1.2920388254995243e-63,3.198418589366949e-23,1.5359474028972227e-31,7.760841121466894e-102,2.9286582658105305e-25,1.0823535218563117e-69,8.153041795696549e-39,6.669312217075462e-71,2.2123693817946045e-14,3.162823163801786e-65,1.640162748423106e-07,1.4310775638429225e-06,7.702451388352137e-07,1.1371380124864855e-06,7.68536511646882e-07,4.5160714732483457e-07,6.551315618209136e-10,3.0181178816487405e-09,2.0436181248324656e-17,3.027264663714456e-10,2.79732144797956e-09,1.46111081998884e-07,1.174142581805705e-24,4.5125837733552994e-07,3.236338126572165e-18,1.9556740040161857e-15,1.8846734135026323e-16,2.530119820130839e-08
3.0508171358806565e-10,0.045450764422602166,0.0,0.001123169378599077,0.03107531460308016,0.3194075554685188,0.35048365013298527,0.20701099581560017,0.09201811680038136,0.0,1.7839509444197998e-32,2.2369100892839586e-14,1.2495154622590983e-39,0.0,4.779546622413426e-54,2.552085610946133e-11,4.5666560275785694e-42,2.0156541053116114e-37,1.3087536829827813e-63,3.225902163862678e-23,1.542542449768312e-31,7.928895893949578e-102,2.949093657142691e-25,1.0963557174011442e-69,8.29367046608754e-39,6.842770221818503e-71,2.2218045793189297e-14,3.2174619800923705e-65,1.6401365114246804e-07,1.4372035225588711e-06,7.732755556177613e-07,1.1420065326683918e-06,7.711772981689377e-07,4.535134139041301e-07,6.551776423052034e-10,3.043854682018315e-09,2.0611666710370164e-17,3.0649249946636967e-10,2.8198493851599457e-09,1.4671854165110608e-07,1.1791842118532078e-24,4.531873141738863e-07,3.2874545265227558e-18,1.9948451823904116e-15,1.9008386424429368e-16,2.5180808039925617e-08
3.063860773515932e-10,0.045450764422602166,0.0,0.0011231483447639318,0.03107531569923803,0.3194075464075118,0.3504836452645836,0.20701099125081243,0.09201811719909003,0.0,1.8066217181393e-32,2.2464738866656135e-14,1.2684516736890783e-39,0.0,4.9033171365884757e-54,2.5819684553767005e-11,4.645100356839825e-42,2.0329265724628986e-37,1.3256120800064443e-63,3.253502966149054e-23,1.5491374964202058e-31,8.09984940956324e-102,2.9695959761966947e-25,1.1104781573272407e-69,8.436107962629418e-39,7.0199696388784976e-71,2.231239229459031e-14,3.272805401433385e-65,1.6401103156608872e-07,1.443329325436695e-06,7.76306688470145e-07,1.1468749343129686e-06,7.738132212996379e-07,4.5541940145436476e-07,6.552241162176919e-10,3.0696987343165136e-09,2.0787899062776314e-17,3.102885507400112e-10,2.842457555440755e-09,1.4732577856952488e-07,1.1842258428863035e-24,4.5511617871683156e-07,3.339160920822014e-18,2.0346336993378016e-15,1.9170724373565246e-16,2.50616184571745e-08
3.076904411151208e-10,0.045450764422602166,0.0,0.0011231273145281876,0.031075316794176105,0.3194075373467581,0.3504836403963003,0.20701098669095158,0.09201811759809173,0.0,1.8294801151827599e-32,2.2560376839144246e-14,1.2875974151435106e-39,0.0,5.029745821361786e-54,2.6120855986552944e-11,4.7245496638906464e-42,2.050272728977959e-37,1.3426146302603194e-63,3.2812209918327857e-23,1.5557325428530612e-31,8.273739007451958e-102,2.990165242277197e-25,1.1247213557273639e-69,8.580369674235579e-39,7.200974696121899e-71,2.24067333224677e-14,3.3288594535135104e-65,1.6400841611776005e-07,1.449454972524283e-06,7.793385195802532e-07,1.1517432174364476e-06,7.764442898692963e-07,4.5732510998749687e-07,6.552709834398494e-10,3.095650013141228e-09,2.0964878263093752e-17,3.1411472260560357e-10,2.8651458519754902e-09,1.4793279221430677e-07,1.1892674749090143e-24,4.5704497097807815e-07,3.39146160371095e-18,2.0750466640886498e-15,1.9333747923399808e-16,2.494361266454845e-08
3.0899480487864835e-10,0.045450764422602166,0.0,0.0011231062879176624,0.03107531788791094,0.3194075282862578,0.3504836355281356,0.2070109821360087,0.09201811799738692,0.0,1.852526839230373e-32,2.265601481030394e-14,1.3069541851672622e-39,0.0,5.158878112905356e-54,2.6424380093144275e-11,4.805012467676235e-42,2.0676925748501798e-37,1.359761947434156e-63,3.309056236521412e-23,1.5623275890670351e-31,8.450602346037846e-102,3.01080147433097e-25,1.1390858266942238e-69,8.726471054064662e-39,7.385850443397275e-71,2.250106887714008e-14,3.385630187576097e-65,1.6400580480193935e-07,1.4555804638696507e-06,7.823710313584944e-07,1.1566113820551718e-06,7.7907051269231e-07,4.59230539515592e-07,6.553182438435846e-10,3.1217084930948835e-09,2.1142604268875565e-17,3.179711172853995e-10,2.887914168023165e-09,1.485395820467005e-07,1.1943091079253652e-24,4.589736909714264e-07,3.4443608866442198e-18,2.1160912374947093e-15,1.949745701490187e-16,2.4826774094136918e-08
3.102991686421759e-10,0.045450764422602166,0.0,0.0011230852649577433,0.03107531898045889,0.3194075192260107,0.3504836306600894,0.20701097758597503,0.09201811839697616,0.0,1.8757625929405387e-32,2.2751652780135252e-14,1.3265234875550526e-39,0.0,5.290760026388477e-54,2.6730266551469336e-11,4.886497322624128e-42,2.085186110072948e-37,1.3770546452176445e-63,3.3370086958233185e-23,1.5689226350622843e-31,8.630477404380281e-102,3.031504690951931e-25,1.1535720843204733e-69,8.874427619508755e-39,7.57466275948838e-71,2.2595398958926043e-14,3.443123680417896e-65,1.6400319762295257e-07,1.4617057995209374e-06,7.854042064385668e-07,1.1614794281855965e-06,7.816918985671876e-07,4.6113569005082097e-07,6.553658972913307e-10,3.147874148784438e-09,2.1321077037677307e-17,3.218578368106901e-10,2.910762396949403e-09,1.491461475290284e-07,1.199350741939381e-24,4.6090233871076426e-07,3.4978630895691284e-18,2.157774632185557e-15,1.9661851589043247e-16,2.4711086399411418e-08
3.116035324057035e-10,0.045450764422602166,0.0,0.0011230642456733862,0.03107532007183607,0.31940751016601693,0.3504836257921616,0.2070109730408418,0.09201811879685999,0.0,1.8991880779477717e-32,2.2847290748638213e-14,1.346306831351237e-39,0.0,5.425438160854473e-54,2.7038525032025046e-11,4.969012818638299e-42,2.1027533346396548e-37,1.3944933373004185e-63,3.365078365347735e-23,1.5755176808389649e-31,8.81340248353509e-102,3.0522749103861787e-25,1.1681806426987117e-69,9.024254952181635e-39,7.767478359096055e-71,2.2689723568144145e-14,3.501346034387792e-65,1.6400059458499338e-07,1.4678309795264047e-06,7.884380276779642e-07,1.1663473558442863e-06,7.843084562765763e-07,4.6304056160545896e-07,6.554139436361338e-10,3.1741469548213927e-09,2.1500296527056957e-17,3.257749830218262e-10,2.9336904322275466e-09,1.497524881246783e-07,1.2043923769550873e-24,4.62830914210065e-07,3.551972540282457e-18,2.2001041127164615e-15,1.9826931586798734e-16,2.4596533455748207e-08
3.1290789616923105e-10,0.045450764422602166,0.0,0.0011230432300891153,0.031075321162058394,0.3194075011062763,0.35048362092435237,0.2070109685006002,0.09201811919703891,0.0,1.9228039948606203e-32,2.2942928715812866e-14,1.3663057308495773e-39,0.0,5.562959704117506e-54,2.7349165197845958e-11,5.0525675810932667e-42,2.1203942485436928e-37,1.4120786373720544e-63,3.3932652407047414e-23,1.582112726397233e-31,8.999416207913782e-102,3.073112150537042e-25,1.1829120159214833e-69,9.175968697906978e-39,7.96436479984883e-71,2.2784042705112948e-14,3.56030337738554e-65,1.6399799569212197e-07,1.4739560039344334e-06,7.914724781582345e-07,1.171215165047913e-06,7.869201945872889e-07,4.649451541918836e-07,6.554623827217433e-10,3.2005268858217915e-09,2.1680262694574965e-17,3.2972265756824165e-10,2.956698167439766e-09,1.5035860329809415e-07,1.209434012976512e-24,4.6475941748338623e-07,3.606693587160159e-18,2.2430869957024732e-15,1.9992696949146141e-16,2.448309936070165e-08
3.142122599327586e-10,0.045450764422602166,0.0,0.0011230222182290236,0.031075322251141534,0.319407492046789,0.35048361605666145,0.2070109639652414,0.09201811959751345,0.0,1.9466110432595895e-32,2.303856668165923e-14,1.3865217055929976e-39,0.0,5.703372437679504e-54,2.766219670447658e-11,5.137170270828213e-42,2.1381088517784563e-37,1.42981115912207e-63,3.421569317505277e-23,1.5887077717372441e-31,9.188557526642756e-102,3.09401642897013e-25,1.1977667180812765e-69,9.329584566706585e-39,8.16539048934234e-71,2.2878356370150973e-14,3.6200018628604934e-65,1.6399540094826456e-07,1.4800808727935205e-06,7.945075411850004e-07,1.176082855813253e-06,7.895271222503317e-07,4.668494678225744e-07,6.555112143827096e-10,3.227013916406226e-09,2.1860975497794218e-17,3.3370096190847807e-10,2.979785496278164e-09,1.509644925147676e-07,1.2144756500076834e-24,4.666878485448679e-07,3.662030591649954e-18,2.2867306499723373e-15,2.015914761706631e-16,2.437076843404232e-08
3.155166236962862e-10,0.045450764422602166,0.0,0.0011230012101167725,0.031075323339100965,0.3194074829875547,0.35048361118908905,0.20701095943475678,0.09201811999828415,0.0,1.9706099216950744e-32,2.3134204646177344e-14,1.4069562803733315e-39,0.0,5.846724741667154e-54,2.7977629199946975e-11,5.2228295841410855e-42,2.15589714433734e-37,1.447691516239927e-63,3.449990591361142e-23,1.595302816859154e-31,9.380865714922522e-102,3.1149877629183764e-25,1.212745263270527e-69,9.485118332788638e-39,8.370624692207493e-71,2.297266456357674e-14,3.680447669810341e-65,1.6399281035721254e-07,1.486205586152279e-06,7.97543200287757e-07,1.180950428157187e-06,7.921292480009295e-07,4.6875350251011e-07,6.555604384444816e-10,3.2536080211998397e-09,2.2042434894280053e-17,3.377099973102114e-10,3.002952312545882e-09,1.5157015524122927e-07,1.2195172880526303e-24,4.6861620740873133e-07,3.717987914952369e-18,2.3310424967278074e-15,2.0326283531543094e-16,2.4259525217572844e-08
3.1682098745981376e-10,0.045450764422602166,0.0,0.0011229802057755923,0.03107532442595191,0.31940747392857366,0.35048360632163494,0.20701095490913748,0.09201812039935155,0.0,1.9948013276852933e-32,2.3229842609367236e-14,1.4276109852310533e-39,0.0,5.99306559978898e-54,2.8295472324751356e-11,5.3095542527827164e-42,2.173759126213744e-37,1.4657203224150288e-63,3.4785290578850007e-23,1.6018978617631172e-31,9.576380375386889e-102,3.1360261692870874e-25,1.227848165581613e-69,9.642585834535895e-39,8.580137537207335e-71,2.3066967285708746e-14,3.741647002779842e-65,1.6399022392262242e-07,1.4923301440594327e-06,8.005794392194647e-07,1.185817882096697e-06,7.947265805585559e-07,4.706572582671682e-07,6.556100547235086e-10,3.2803091748323284e-09,2.2224640841600244e-17,3.417498648502801e-10,3.0261985101581982e-09,1.5217559094503926e-07,1.2245589271153841e-24,4.705444940892773e-07,3.774569937306635e-18,2.3760300096699517e-15,2.0494104633563385e-16,2.414935447473468e-08
