Distance (mm),T (C),P (atm),Ne,H4N2O2(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),HO2(39),NH2(85),H2NO(89),HNOH(94),N2H3(99),H3N2O(193),H2NO2(195),S(196),H2NO3(252),H2N2O(502),NNDO(506),NNO(515),S(566),X(1),HX(26),OX(27),CH3X(28),HOX(29),H2OX(30),CO2X(31),OCX(32),CX(33),CH2X(34),CHX(35),H2NX(212),SX(215),H2NOX(217),H3NOX(218),HNO3X(221),CH3OX(223),CH4OX(224),alpha
1.9195000000000002,773.3083643429796,1.0,1.739108709910506e-31,3.844888424586987e-13,0.10738541384554623,0.004600890308092007,0.15491721436027436,0.33708411689170437,0.03551709919121797,0.0012390132494633083,0.12657859227972432,0.035289007005681,0.005532815313518271,3.363612076206694e-12,1.5686981117699599e-06,5.155318578913968e-12,3.1871770042775623e-09,6.80889747324044e-16,9.965322787707272e-15,2.902324805364143e-10,9.607148863496389e-26,1.9984478755986665e-12,7.086113852038965e-21,1.5834088008381547e-16,1.7036619316769794e-20,1.1613658514796507e-05,9.8196719039566e-17,3.085622933807557e-06,1.757001180550425e-05,0.16818942693475067,0.006300711741439575,0.01715073367069116,1.7862345772427335e-07,1.1844808836982176e-12,3.6152761750542605e-16,2.545248630445949e-11,6.87991547954576e-12,1.8804648804252377e-05,0.00016214042242621878,3.2913255830484336e-15,0.0007384969840765189,3.2392622828071584e-10,0.04200673030075676,9.306339317972425e-17,4.255535843263787e-08,5.291433836768903e-08,2.1779367319893265e-20,1.307977670846144e-14,3.856653488188905e-18,7.734317121828924e-22,2.6307791702931865e-19,2.032468528224243e-06,1.2129551887607864e-19,4.738619314763123e-06,5.517144318376615e-08,2.4032684661159624e-09,0.9572478288515144,1.9406951937693574e-08,184473413.4138359
1.9250000000000003,773.3517553042942,0.9999999999999999,1.7390290807807691e-31,3.8142912153463706e-13,0.1073395136416673,0.004557251769901877,0.1549101211067158,0.33712344114587733,0.035518602837831335,0.00124044516157074,0.12661638450286167,0.035277424664138454,0.0055403830943978145,3.3856434303592612e-12,1.5684764869388733e-06,5.179874485664478e-12,3.195726349161761e-09,6.837431539285555e-16,9.979699491443022e-15,2.9072566147389874e-10,9.627836683164686e-26,1.9955029500891705e-12,7.063818351431106e-21,1.5853912317756885e-16,1.7071005561454628e-20,1.151884858932531e-05,9.840965691820138e-17,3.0624214357251577e-06,1.75631140989919e-05,0.16821234762639004,0.0062999129979219035,0.017150809809383563,1.7706185748204188e-07,1.1847175823584649e-12,3.5797001842537656e-16,2.5229389410396073e-11,6.820878919455939e-12,1.877239532325886e-05,0.0001606957929062832,3.234152861200003e-15,0.0007414716323054908,3.263492273001051e-10,0.041902797373170736,9.308853281558449e-17,4.2597899194619736e-08,5.312945387323131e-08,2.1922526073750477e-20,1.3182469502213958e-14,3.883306724693008e-18,7.739101609490627e-22,2.631847882094399e-19,2.0377709091167593e-06,1.207813132561293e-19,4.753017219653836e-06,5.535116220361382e-08,2.3892146152550713e-09,0.9573487669310649,1.9480729002523054e-08,186014946.19966766
1.9305,773.3953071037546,1.0,1.7389501439119865e-31,3.7839032675827953e-13,0.10729401263498192,0.004514000313618919,0.1549030895187178,0.3371625127585985,0.03552011757823401,0.0012418707672395782,0.12665385719507055,0.035265836584739085,0.005547950837037347,3.407796311444731e-12,1.5682561790462294e-06,5.204506652138206e-12,3.2042894063422784e-09,6.866071338989784e-16,9.994180203796657e-15,2.912207036528641e-10,9.648493615137622e-26,1.9926096183156958e-12,7.041612479255999e-21,1.587396174692458e-16,1.71052145265718e-20,1.1424752965168968e-05,9.862194985366564e-17,3.0393705360922393e-06,1.7556278969654332e-05,0.1682349614266662,0.006299127954161602,0.01715089164223805,1.7551324314847794e-07,1.1849520667670793e-12,3.5444548952419356e-16,2.5008424033552724e-11,6.762318424021159e-12,1.8740190836663922e-05,0.00015926288650263854,3.1779383137017464e-15,0.0007444600829167985,3.28791668148204e-10,0.04179912287937358,9.311343709059984e-17,4.264055714894824e-08,5.3345518413486146e-08,2.2066575715284382e-20,1.3285875633175262e-14,3.910145139023727e-18,7.743878672860324e-22,2.6329117404437387e-19,2.043091558140609e-06,1.2026837272198513e-19,4.767465995951097e-06,5.553173052669928e-08,2.3752315936632257e-09,0.957449432702975,1.9554829417011754e-08,187560860.2910312
1.9360000000000002,773.4390182393614,0.9999999999999997,1.7388718933816633e-31,3.753723501425877e-13,0.10724890737761567,0.004471132609645698,0.15489611906871342,0.3372013338865981,0.035521643305848664,0.001243290112066162,0.12669101310647998,0.035254242831718095,0.005555518535676192,3.430071347858197e-12,1.5680371729165917e-06,5.229215356607339e-12,3.2128662527965433e-09,6.894817355127366e-16,1.000876466750154e-14,2.9171760395981664e-10,9.669119831508226e-26,1.9897675188739534e-12,7.01949616758402e-21,1.5894235513198722e-16,1.7139246908344886e-20,1.1331366520349815e-05,9.883360009056593e-17,3.016469459745857e-06,1.754950584038546e-05,0.16825727098542057,0.0062983565108292415,0.017150979104859895,1.7397751215184278e-07,1.18518434995716e-12,3.509537375653679e-16,2.47895648870931e-11,6.704230451721868e-12,1.8708035417988625e-05,0.00015784162430309008,3.122666486427019e-15,0.0007474623601493117,3.312536794143598e-10,0.04169570741521264,9.313811095657602e-17,4.2683331683362943e-08,5.356253366255409e-08,2.221152191295098e-20,1.3389999441024365e-14,3.937169865471673e-18,7.748648626753555e-22,2.633970877099926e-19,2.048430436316915e-06,1.1975669476672773e-19,4.781965621657021e-06,5.5713148349463796e-08,2.3613189160260904e-09,0.9575498255472186,1.962925358783067e-08,189111235.79406106
1.9415000000000002,773.4828872222521,1.0000000000000004,1.7387943233212735e-31,3.72375083962479e-13,0.10720419445371923,0.004428645359120216,0.15488920923394295,0.3372399066666724,0.0355231799150602,0.0012447032413605956,0.12672785496143732,0.03524264346919183,0.005563086184603562,3.4524691708382048e-12,1.5678194534683307e-06,5.25400087783372e-12,3.2214569652274604e-09,6.923670071400841e-16,1.0023452629694513e-14,2.922163593257537e-10,9.689715504021406e-26,1.9869762944144508e-12,6.997469351715823e-21,1.591473284788653e-16,1.7173103406760953e-20,1.123868417564343e-05,9.904460987775068e-17,2.9937174346231424e-06,1.7542794139997566e-05,0.16827927892803252,0.006297598569384391,0.017151072133640116,1.724545627865557e-07,1.1854144448897216e-12,3.4749447199524896e-16,2.4572787067792064e-11,6.646611487794525e-12,1.867592913892303e-05,0.00015643192777070315,3.0683221671263136e-15,0.0007504784878680427,3.3373538995774107e-10,0.04159255159166974,9.316255940126855e-17,4.27262221973951e-08,5.378050126542585e-08,2.2357370374628266e-20,1.3494845278279373e-14,3.964382041829245e-18,7.753411790048765e-22,2.6350254249932382e-19,2.0537875036417734e-06,1.192462769347676e-19,4.796516072031889e-06,5.589541584316783e-08,2.347476102761451e-09,0.957649944829013,1.9704001911236826e-08,190666138.98614958
1.947,773.5269125765584,1.0000000000000002,1.7387174279156563e-31,3.6939842075721966e-13,0.10715987047909645,0.004386535293562918,0.15488235949640042,0.33727823321591377,0.03552472730120499,0.001246110200148736,0.12676438545880966,0.03523103856115329,0.005570653778157699,3.4749904144785116e-12,1.5676030057124138e-06,5.278863495069798e-12,3.230061620067238e-09,6.952629972451273e-16,1.0038243841843017e-14,2.927169667254737e-10,9.710280804098723e-26,1.984235591581346e-12,6.975531970144382e-21,1.5935452996048526e-16,1.720678472548691e-20,1.1146700894044419e-05,9.925498146832851e-17,2.971113691746157e-06,1.7536143303141332e-05,0.16830098785570516,0.006296854032066379,0.017151170665745247,1.7094429420346227e-07,1.185642364454321e-12,3.440674049132233e-16,2.4358066049096968e-11,6.589458043969069e-12,1.864387206934218e-05,0.00015503371874335536,3.0148903816547232e-15,0.0007535084890598734,3.362369286218553e-10,0.04148965602047033,9.318678741654985e-17,4.276922808105398e-08,5.399942280185168e-08,2.2504126826274974e-20,1.3600417501045317e-14,3.9917828067142605e-18,7.758168483043219e-22,2.6360755173321018e-19,2.0591627177085074e-06,1.1873711674286155e-19,4.811117316394721e-06,5.607853311719968e-08,2.3337026783919157e-09,0.957749789913717,1.9779074759877193e-08,192225650.02677688
1.9525000000000003,773.5710928392679,1.0000000000000002,1.7386412014024059e-31,3.6644225333264015e-13,0.10711593210083696,0.004344799174528942,0.15487556934277916,0.3373163156319361,0.03552628536055999,0.0012475110331741463,0.1268006072722797,0.03521942817146729,0.005578221310725014,3.497635715739112e-12,1.5673878147512078e-06,5.303803488058738e-12,3.2386802934811297e-09,6.981697543868298e-16,1.0053138059672673e-14,2.9321942317689607e-10,9.730815902862892e-26,1.9815450609518165e-12,6.953683964518162e-21,1.5956395216270403e-16,1.724029157178664e-20,1.1055411680243599e-05,9.946471711968606e-17,2.9486574652071135e-06,1.752955277022926e-05,0.16832240034574508,0.00629612280188518,0.01715127463910712,1.6944660640025634e-07,1.1858681214696656e-12,3.4067225104236507e-16,2.414537767432468e-11,6.532766658210409e-12,1.861186427731996e-05,0.000153646919433279,2.962356390260051e-15,0.000756552386400585,3.3875842453091016e-10,0.041387021331155384,9.321080003755558e-17,4.281234873997319e-08,5.421929982685691e-08,2.265179703761203e-20,1.3706720479224403e-14,4.019373302542213e-18,7.762919030720797e-22,2.637121288706084e-19,2.0645560352830394e-06,1.1822921177242814e-19,4.8257693217914545e-06,5.626250026104865e-08,2.3199981733410517e-09,0.95784936014919,1.985447249774192e-08,193789841.37014624
1.9580000000000002,773.6154265600868,0.9999999999999999,1.7385656380712811e-31,3.635064747635192e-13,0.1070723759969551,0.004303433793265583,0.1548688382644194,0.3373541559930984,0.03552785399033225,0.001248905784900032,0.1268365230506381,0.03520781236386618,0.0055857887767392575,3.5204057144545457e-12,1.567173865777311e-06,5.328821137031411e-12,3.2473130613711425e-09,7.01087327220012e-16,1.0068135043097093e-14,2.937237257403945e-10,9.75132097116217e-26,1.9789043569774596e-12,6.931925279606737e-21,1.5977558780432386e-16,1.727362465643914e-20,1.096481158011753e-05,9.967381909350656e-17,2.926347992154104e-06,1.7523021987359028e-05,0.1683435189518389,0.006295404782612515,0.017151383992412884,1.6796140021206732e-07,1.186091728684221e-12,3.3730872770074073e-16,2.393469815000085e-11,6.47653389446401e-12,1.8579905829144487e-05,0.000152271452426597,2.9107056839347103e-15,0.0007596102018916671,3.413000068810057e-10,0.041284648160744744,9.323460232001457e-17,4.285558358030044e-08,5.444013384493845e-08,2.280038680696365e-20,1.3813758589792293e-14,4.047154673594473e-18,7.767663760869522e-22,2.6381628744513157e-19,2.069967411313641e-06,1.1772255961433965e-19,4.840472050674789e-06,5.6447317317465256e-08,2.3063621227423707e-09,0.9579486548764896,1.9930195470588096e-08,195358790.62531784
1.9635000000000005,773.6599123013019,1.0,1.738490732263615e-31,3.605909783957317e-13,0.1070291988760336,0.004262435970374825,0.15486216575725542,0.33739175635872304,0.03552943308864834,0.001250294499511161,0.12687213541807046,0.03519619120194528,0.0055933561706806864,3.5433010533465242e-12,1.56696114407239e-06,5.353916722708313e-12,3.255959999379661e-09,7.040157644963343e-16,1.0083234556148328e-14,2.9422987151814016e-10,9.771796179594501e-26,1.976313137925769e-12,6.910255863261529e-21,1.5998942973487669e-16,1.730678469365735e-20,1.0874895680217873e-05,9.988228965578752e-17,2.904184512776279e-06,1.751655040623709e-05,0.16836434620432492,0.006294699878772992,0.017151498665095063,1.6648857730218176e-07,1.1863131987767999e-12,3.339765547727732e-16,2.3726004039342683e-11,6.420756342404521e-12,1.8547996789333136e-05,0.00015090724068284443,2.85992398082338e-15,0.0007626819567554062,3.4386180486763974e-10,0.04118253715100503,9.325819933488698e-17,4.289893200463915e-08,5.466192630229169e-08,2.2949901956939586e-20,1.3921536214689194e-14,4.075128065430742e-18,7.772403003640449e-22,2.639200410492482e-19,2.0753967986615968e-06,1.1721715785497335e-19,4.855225460273587e-06,5.663298427489017e-08,2.292794066126652e-09,0.9580476734327174,2.0006244003270026e-08,196932570.06016418
1.9690000000000003,773.7045486376511,1.0000000000000002,1.7384164783717436e-31,3.5769565784833635e-13,0.10698639747687347,0.004221802555480896,0.15485555132176476,0.3374291187693133,0.035531022554544225,0.001251677220915766,0.12690744697444095,0.035184564749158806,0.005600923487075276,3.566322378034578e-12,1.5667496350060446e-06,5.379090526299189e-12,3.2646211828930374e-09,7.069551150652777e-16,1.0098436366909192e-14,2.947378576534598e-10,9.792241698531528e-26,1.9737710658233465e-12,6.888675666381097e-21,1.6020547093242013e-16,1.7339772401008034e-20,1.0785659107277103e-05,1.0009013107685911e-16,2.8821662702894434e-06,1.7510137484107666e-05,0.16838488461046136,0.0062940079956355305,0.01715161859732193,1.6502804015291901e-07,1.1865325443571528e-12,3.3067545468132017e-16,2.3519272255865736e-11,6.365430617188688e-12,1.8516137220646308e-05,0.00014955420753448145,2.8099972226913457e-15,0.0007657676719144016,3.464439479390527e-10,0.041080688962905086,9.32815962015923e-17,4.294239343352951e-08,5.4884678621631254e-08,2.3100348357136756e-20,1.4030057749583161e-14,4.103294627425934e-18,7.777137094309602e-22,2.6402340342900676e-19,2.080844149421625e-06,1.1671300415311367e-19,4.870029505671932e-06,5.681950110290088e-08,2.2792935488636455e-09,0.9581464151360775,2.0082618412280098e-08,198511261.34769195
1.9745000000000001,773.7493341561884,0.9999999999999999,1.7383428708384355e-31,3.5482040701576995e-13,0.1069439685681484,0.00418153042690272,0.15484899446291742,0.33746624524676583,0.03553262228795507,0.0012530539927474204,0.12694246029557138,0.03517293306881563,0.005608490720493925,3.5894703370452193e-12,1.5665393240346907e-06,5.404342829501002e-12,3.273296687045116e-09,7.099054278751074e-16,1.0113740247446485e-14,2.952476813302029e-10,9.81265769814242e-26,1.971277806399962e-12,6.867184642875673e-21,1.6042370450140426e-16,1.7372588499332387e-20,1.0697097027720857e-05,1.002973456314019e-16,2.8602925109220836e-06,1.7503782683677443e-05,0.16840513665469034,0.0062933290392048055,0.017151743729987796,1.635796920566521e-07,1.1867497779665434e-12,3.2740515236013014e-16,2.331448005712895e-11,6.310553359211554e-12,1.8484327184103562e-05,0.00014821227668639905,2.7609115714508886e-15,0.000768867367474458,3.4904656549661794e-10,0.040979104261705715,9.330479805520339e-17,4.298596728349196e-08,5.510839216471891e-08,2.325173190131367e-20,1.4139327594157275e-14,4.131655509993257e-18,7.781866370559996e-22,2.641263883905536e-19,2.0863094135223157e-06,1.1621009616141612e-19,4.88488413653433e-06,5.700686771416189e-08,2.2658601205632645e-09,0.9582448793012986,2.0159318992244948e-08,200094937.9901606
1.9800000000000004,773.7942674561556,1.0,1.7382699041563284e-31,3.519651200698278e-13,0.10690190894806452,0.00414161649133119,0.15484249469012565,0.3375031377945797,0.035534232189705195,0.0012544248583669009,0.12697717793351557,0.03516129622407525,0.005616057865551676,3.6127455818236324e-12,1.5663301967004522e-06,5.429673914498713e-12,3.2819865867206934e-09,7.128667519738296e-16,1.0129145973745452e-14,2.957593397721196e-10,9.833044348417498e-26,1.9688330290333972e-12,6.845782749630569e-21,1.6064412367056632e-16,1.7405233712667504e-20,1.0609204647185623e-05,1.0050393559846433e-16,2.838562483900974e-06,1.749748547304593e-05,0.16842510479889736,0.00629266291621286,0.017151874004703603,1.6214343710696668e-07,1.186964912078315e-12,3.241653752265448e-16,2.3111605038602445e-11,6.256121233866279e-12,1.8452566738997283e-05,0.0001468813722154115,2.7126534057418576e-15,0.0007719810628455377,3.5166978694758906e-10,0.040877783721097724,9.332781005621839e-17,4.3029652973037877e-08,5.5333068241377674e-08,2.3404058513731534e-20,1.4249350154212944e-14,4.16021186519742e-18,7.786591173295765e-22,2.6422900982835428e-19,2.0917925390730834e-06,1.157084315482488e-19,4.8997892979138e-06,5.7195083973466426e-08,2.25249333544684e-09,0.9583430652353877,2.023634601916353e-08,201683687.57867628
1.9855000000000003,773.839347148852,0.9999999999999997,1.7381975728673827e-31,3.491296914617204e-13,0.10686021544402556,0.0041020576835112,0.15483605151719532,0.3375397983980643,0.035535852161498405,0.0012557898608640322,0.12701160241683068,0.03514965427794394,0.005623624916906977,3.6361487667442133e-12,1.5661222386300827e-06,5.455084063964783e-12,3.290690956558948e-09,7.158391365101401e-16,1.0144653325645663e-14,2.962728302422514e-10,9.853401819191733e-26,1.966436406695445e-12,6.824469946470177e-21,1.6086672179085449e-16,1.7437708768168725e-20,1.05219772100462e-05,1.0070990326148067e-16,2.8169754414372423e-06,1.7491245325634918e-05,0.16844479148266794,0.006292009534110895,0.017152009363787597,1.607191801899572e-07,1.1871779590984534e-12,3.2095585315482723e-16,2.291062512766173e-11,6.202130931307203e-12,1.842085594290855e-05,0.00014556141856974118,2.6652093175693013e-15,0.0007751087768276265,3.5431374173872186e-10,0.040776728025868035,9.335063739752444e-17,4.3073449926858635e-08,5.555870811544988e-08,2.3557334153707136e-20,1.436012984310154e-14,4.188964847192475e-18,7.791311847229136e-22,2.6433128174451704e-19,2.0972934726089627e-06,1.1520800801277558e-19,4.9147449308089155e-06,5.738414970412649e-08,2.239192752586374e-09,0.9584409722348683,2.0313699752568087e-08,203277587.57481858
1.991,773.8845718575129,1.0000000000000002,1.738125871562332e-31,3.4631401592394174e-13,0.10681888491230222,0.004062850965928302,0.15482966446227708,0.33757622902454204,0.03553748210590814,0.0012571490430595092,0.12704573625084356,0.03513800729327081,0.00563119186926092,3.659680549120741e-12,1.5659154355338924e-06,5.480573561058228e-12,3.2994098709567894e-09,7.188226307343595e-16,1.0160262086778014e-14,2.9678815004233117e-10,9.873730280168041e-26,1.964087615899169e-12,6.803246196123913e-21,1.6109149233341084e-16,1.7470014396032753e-20,1.0435409998952922e-05,1.0091525090828809e-16,2.7955306387125293e-06,1.7485061720119703e-05,0.16846419912353927,0.00629136880106116,0.017152149750256074,1.5930682697566249e-07,1.1873889313661357e-12,3.17776318449695e-16,2.271151857770503e-11,6.148579166216716e-12,1.8389194851721563e-05,0.00014425234056849218,2.6185661089949918e-15,0.0007782505275934166,3.5697855933270755e-10,0.04067593787180201,9.337328530482138e-17,4.3117357575692924e-08,5.578531300362592e-08,2.3711564815719143e-20,1.4471671081262637e-14,4.217915612104972e-18,7.796028740910633e-22,2.644332182502229e-19,2.102812159055936e-06,1.14708823283928e-19,4.929750972093812e-06,5.7574064686877715e-08,2.225957935828698e-09,0.9585385995859033,2.039138043518467e-08,204876707.47832277
1.9965000000000004,773.9299402171802,1.0,1.7380547948801537e-31,3.435179884722369e-13,0.1067779142377075,0.004023993328499973,0.15482333304781878,0.33761243162355015,0.03553912192636806,0.0012585024475067078,0.12707958191791402,0.03512635533274427,0.005638758717356535,3.683341589218512e-12,1.5657097732047004e-06,5.506142689425869e-12,3.3081434040721783e-09,7.218172839993644e-16,1.0175972044502646e-14,2.9730529651219443e-10,9.894029900940437e-26,1.961786336646372e-12,6.782111464189328e-21,1.6131842888759109e-16,1.7502151329421652e-20,1.0349498334372091e-05,1.011199808311442e-16,2.774227333865072e-06,1.7478934140361317e-05,0.16848333011724947,0.0062907406259289705,0.017152295107814387,1.5790628390962924e-07,1.187597841154277e-12,3.1462650582033733e-16,2.251426396238454e-11,6.0954626775749356e-12,1.8357583519637287e-05,0.00014295406340111442,2.5727107888817717e-15,0.0007814063322816439,3.5966436896402856e-10,0.040575413954548514,9.33957590115851e-17,4.3161375339631064e-08,5.601288404655673e-08,2.3866756511459252e-20,1.4583978288377617e-14,4.24706531579934e-18,7.800742204667221e-22,2.645348334950142e-19,2.1083485406417385e-06,1.1421087506419842e-19,4.944807351961468e-06,5.776482862980713e-08,2.2127884526271245e-09,0.9586359465758308,2.0469388282286314e-08,206481136.35698858
2.0020000000000002,773.9754508745817,0.9999999999999999,1.737984337507533e-31,3.4074150440749965e-13,0.10673730033327557,0.003985481788271331,0.15481705680051833,0.33764840812703684,0.035540771527162535,0.001259850116493463,0.12711314187769343,0.035114698458888205,0.005646325455978052,3.707132550260188e-12,1.5655052375168071e-06,5.531791733196569e-12,3.316891629827384e-09,7.24823145761503e-16,1.0191782989848644e-14,2.9782426702920074e-10,9.914300851017005e-26,1.9595322523770436e-12,6.761065719100329e-21,1.6154752515899468e-16,1.7534120304387578e-20,1.0264237574142522e-05,1.013240953267439e-16,2.7530647879767203e-06,1.7472862075339538e-05,0.1685021868379815,0.006290124918274867,0.017152445380847904,1.5651745820461838e-07,1.1878047006700619e-12,3.115061523549102e-16,2.2318840169962073e-11,6.042778228433344e-12,1.8326021999189885e-05,0.00014166651262686333,2.5276305696924447e-15,0.0007845762082957275,3.62371300356754e-10,0.04047515700652412,9.341806384497312e-17,4.3205502684014895e-08,5.624142240166228e-08,2.4022915330554825e-20,1.4697055907957205e-14,4.276415120900275e-18,7.805452597752319e-22,2.6463614190972766e-19,2.11390256044005e-06,1.1371416121924977e-19,4.959914002158281e-06,5.7956441265171874e-08,2.1996838777204022e-09,0.958733012454956,2.054772351580259e-08,208090971.29968062
2.0075000000000003,774.0211024880113,1.0000000000000007,1.7379144941783506e-31,3.3798445931742213e-13,0.10669704013994658,0.0039473133891153095,0.15481083525127742,0.3376841604495582,0.03554243081341749,0.001261192092043857,0.12714641856738032,0.03510303673405869,0.005653892079950234,3.73105409844355e-12,1.5653018144249673e-06,5.557520976988713e-12,3.3256546219121933e-09,7.278402655815092e-16,1.020769471745394e-14,2.983450590076661e-10,9.934543299842748e-26,1.9573250499183317e-12,6.740108932086979e-21,1.6177877496758128e-16,1.7565922059798406e-20,1.0179623113023577e-05,1.0152759669623647e-16,2.7320422650584077e-06,1.7466845019087813e-05,0.16852077163860532,0.0062895215883468965,0.01715260051441328,1.5514025783241684e-07,1.188009522055476e-12,3.0841499749498714e-16,2.2125226397769423e-11,5.9905226056908e-12,1.8294510341260785e-05,0.00014038961417423723,2.4833128643353725e-15,0.000787760170897787,3.650994823490948e-10,0.040375167729684164,9.34402050712898e-17,4.3249739017655554e-08,5.6470929070777296e-08,2.4180047330209175e-20,1.481090836117811e-14,4.305966183689371e-18,7.810160275465301e-22,2.6473715776926034e-19,2.1194741558424723e-06,1.1321867943265327e-19,4.975070840824222e-06,5.814890217008274e-08,2.1866437863020476e-09,0.9588297965062054,2.0626386301097352e-08,209706271.6931135
2.0130000000000003,774.0668937272075,1.0000000000000004,1.737845259673163e-31,3.352467490784472e-13,0.10665713062625513,0.0039094852014371325,0.15480466793515582,0.33771969048846845,0.035544099691091194,0.0012625284159199605,0.1271794144019716,0.0350913702204404,0.005661458584137669,3.7551069029470155e-12,1.565099489963398e-06,5.583330705904047e-12,3.334432453787069e-09,7.30868693125401e-16,1.0223707025507121e-14,2.9886766989830335e-10,9.954757416822203e-26,1.9551644194358747e-12,6.71924107714595e-21,1.6201217224577244e-16,1.7597557337264036e-20,1.0095650382270174e-05,1.0173048724524202e-16,2.7111590320376e-06,1.7460882470628868e-05,0.16853908685091476,0.006288930547072984,0.01715276045422968,1.5377459151579495e-07,1.1882123173878225e-12,3.0535278301099803e-16,2.193340214678629e-11,5.9386926198731765e-12,1.8263048595092568e-05,0.00013912329434041812,2.4397452830666805e-15,0.0007909582356148211,3.678490442372273e-10,0.040275446863424554,9.346218805341951e-17,4.329408379582059e-08,5.6701405072786566e-08,2.433815864712407e-20,1.4925540092756797e-14,4.335719667148352e-18,7.814865602297539e-22,2.648378956381438e-19,2.1250632651164813e-06,1.1272442755569321e-19,4.990277787700157e-06,5.8342210946213876e-08,2.173667760823415e-09,0.9589262979747979,2.070537681027935e-08,211327133.83635733
2.0185000000000004,774.1128232732368,0.9999999999999999,1.7377766288187003e-31,3.3252826985737185e-13,0.10661756878802389,0.003871994321883068,0.1547985543913262,0.33775500012411014,0.03554577806696529,0.0012638591296235742,0.12721213177451046,0.035079698980043365,0.005669024963444107,3.7792916359416255e-12,1.564898250244793e-06,5.609221205528723e-12,3.3432251986862663e-09,7.339084781653754e-16,1.0239819715690156e-14,2.9939209718767477e-10,9.974943371342004e-26,1.953050054385031e-12,6.698462131004015e-21,1.6224771103661223e-16,1.7629026881063618e-20,1.0012314849201264e-05,1.0193276928386822e-16,2.690414358744787e-06,1.7454973933911447e-05,0.1685571347858623,0.006288351706053519,0.017152925146670255,1.5242036872057897e-07,1.1884130986802373e-12,3.023192529775207e-16,2.174334721632294e-11,5.887285104916229e-12,1.8231636808305166e-05,0.000137867479790697,2.3969156304378757e-15,0.0007941704169149173,3.7062011501083157e-10,0.0401759951477475,9.34840181664373e-17,4.3338536464570526e-08,5.693285134865798e-08,2.449725543727513e-20,1.504095554544907e-14,4.365676733729546e-18,7.819568944888794e-22,2.649383701318266e-19,2.130669823819003e-06,1.12231403418522e-19,5.005534755808187e-06,5.853636712117347e-08,2.160755387247072e-09,0.9590225161064156,2.0784695187462343e-08,212953643.36635298
2.024,774.1588898183778,0.9999999999999996,1.7377085964873656e-31,3.2982891811310814e-13,0.10657835164806118,0.003834837873053361,0.15479249416302984,0.3377900912200001,0.03554746584863588,0.0012651842743979483,0.12724457305633047,0.03506802307469973,0.005676591212811805,3.803608972602108e-12,1.564698081459354e-06,5.635192761933289e-12,3.3520329296208887e-09,7.369596705806915e-16,1.0256032593121592e-14,2.999183383976522e-10,9.99510133279319e-26,1.950981651463213e-12,6.6777720730838796e-21,1.6248538549198937e-16,1.7660331438073443e-20,9.92961201677938e-06,1.0213444512672643e-16,2.6698075179004908e-06,1.7449118917747562e-05,0.16857491773378933,0.006287784977553925,0.017153094538753636,1.5107749964784596e-07,1.188611877882189e-12,2.993141537491457e-16,2.1555041698811427e-11,5.836296917951159e-12,1.82002750269091e-05,0.00013662209755788973,2.354811902293493e-15,0.0007973967283404958,3.734128234085441e-10,0.040076813327603544,9.350570080825891e-17,4.338309646719036e-08,5.716526877098158e-08,2.4657343882782655e-20,1.515715916232219e-14,4.395838546029691e-18,7.824270672915946e-22,2.6503859594644483e-19,2.1362937651854684e-06,1.1173960485250564e-19,5.020841652324506e-06,5.873137015873876e-08,2.1479062554270562e-09,0.9591184501427256,2.0864341552207152e-08,214585884.47087958
2.0295,774.2050920660071,1.0,1.7376411575967452e-31,3.271485905982692e-13,0.10653947625586355,0.003798013003219285,0.1547864867975328,0.3378249656230141,0.035549162944504865,0.0012665038912294886,0.12727674059729657,0.0350563425660606,0.005684157327220881,3.8280595911172595e-12,1.5644989698738417e-06,5.661245661671927e-12,3.360855719381916e-09,7.400223203585487e-16,1.0272345466301664e-14,3.0044639108488887e-10,1.0015231470593447e-25,1.9489589105632725e-12,6.657170885470467e-21,1.6272518987082865e-16,1.7691471757695686e-20,9.847537423197848e-06,1.0233551709294786e-16,2.6493377851021343e-06,1.7443316935752062e-05,0.1685924379646539,0.006287230274497478,0.017153268578135608,1.49745895226232e-07,1.1888086668799812e-12,2.963372339366316e-16,2.1368465974698086e-11,5.785724939093289e-12,1.81689632953211e-05,0.0001353870750417437,2.3134222828168282e-15,0.0008006371828927335,3.7622729812157e-10,0.039977902163657666,9.35272414251773e-17,4.3427763260935816e-08,5.739865817162093e-08,2.4818430210334386e-20,1.5274155394049127e-14,4.4262062688672425e-18,7.82897116125947e-22,2.651385879320099e-19,2.141935021169267e-06,1.112490297465192e-19,5.036198381017246e-06,5.892721948725066e-08,2.1351199601666787e-09,0.9592140993102268,2.0944316009732978e-08,216223943.49201724
